Time - Voltage - Voltage,Amplitude - Voltage - Voltage,,,789,N
0.481,286.8m,,,,
0.482,283.4m,,,,
0.483,293.7m,,,,
0.484,293.7m,,,,
0.485,293.7m,,,,
0.486,297.2m,,,,
0.487,297.2m,,,,
0.488,290.3m,,,,
0.489,293.7m,,,,
0.49,297.2m,,,,
0.491,283.4m,,,,
0.492,286.8m,,,,
0.493,283.4m,,,,
0.494,290.3m,,,,
0.495,297.2m,,,,
0.496,279.9m,,,,
0.497,290.3m,,,,
0.498,293.7m,,,,
0.499,293.7m,,,,
0.5,283.4m,,,,
0.501,283.4m,,,,
0.502,283.4m,,,,
0.503,286.8m,,,,
0.504,290.3m,,,,
0.505,293.7m,,,,
0.506,283.4m,,,,
0.507,293.7m,,,,
0.508,293.7m,,,,
0.509,293.7m,,,,
0.51,286.8m,,,,
0.511,293.7m,,,,
0.512,293.7m,,,,
0.513,297.2m,,,,
0.514,297.2m,,,,
0.515,293.7m,,,,
0.516,300.6m,,,,
0.517,283.4m,,,,
0.518,286.8m,,,,
0.519,279.9m,,,,
0.52,290.3m,,,,
0.521,290.3m,,,,
0.522,283.4m,,,,
0.523,279.9m,,,,
0.524,290.3m,,,,
0.525,293.7m,,,,
0.526,290.3m,,,,
0.527,290.3m,,,,
0.528,290.3m,,,,
0.529,304.1m,,,,
0.53,293.7m,,,,
0.531,286.8m,,,,
0.532,286.8m,,,,
0.533,307.5m,,,,
0.534,283.4m,,,,
0.535,300.6m,,,,
0.536,297.2m,,,,
0.537,290.3m,,,,
0.538,297.2m,,,,
0.539,286.8m,,,,
0.54,293.7m,,,,
0.541,283.4m,,,,
0.542,300.6m,,,,
0.543,290.3m,,,,
0.544,290.3m,,,,
0.545,297.2m,,,,
0.546,297.2m,,,,
0.547,290.3m,,,,
0.548,293.7m,,,,
0.549,293.7m,,,,
0.55,293.7m,,,,
0.551,293.7m,,,,
0.552,290.3m,,,,
0.553,283.4m,,,,
0.554,304.1m,,,,
0.555,286.8m,,,,
0.556,286.8m,,,,
0.557,290.3m,,,,
0.558,297.2m,,,,
0.559,293.7m,,,,
0.56,300.6m,,,,
0.561,293.7m,,,,
0.562,293.7m,,,,
0.563,290.3m,,,,
0.564,290.3m,,,,
0.565,293.7m,,,,
0.566,286.8m,,,,
0.567,286.8m,,,,
0.568,297.2m,,,,
0.569,297.2m,,,,
0.57,293.7m,,,,
0.571,297.2m,,,,
0.572,290.3m,,,,
0.573,290.3m,,,,
0.574,297.2m,,,,
0.575,293.7m,,,,
0.576,283.4m,,,,
0.577,297.2m,,,,
0.578,290.3m,,,,
0.579,293.7m,,,,
0.58,300.6m,,,,
0.581,283.4m,,,,
0.582,276.5m,,,,
0.583,293.7m,,,,
0.584,290.3m,,,,
0.585,286.8m,,,,
0.586,307.5m,,,,
0.587,300.6m,,,,
0.588,290.3m,,,,
0.589,290.3m,,,,
0.59,297.2m,,,,
0.591,297.2m,,,,
0.592,293.7m,,,,
0.593,300.6m,,,,
0.594,290.3m,,,,
0.595,290.3m,,,,
0.596,293.7m,,,,
0.597,283.4m,,,,
0.598,293.7m,,,,
0.599,293.7m,,,,
0.6,290.3m,,,,
0.601,286.8m,,,,
0.602,283.4m,,,,
0.603,290.3m,,,,
0.604,293.7m,,,,
0.605,293.7m,,,,
0.606,297.2m,,,,
0.607,304.1m,,,,
0.608,293.7m,,,,
0.609,293.7m,,,,
0.61,300.6m,,,,
0.611,297.2m,,,,
0.612,286.8m,,,,
0.613,286.8m,,,,
0.614,290.3m,,,,
0.615,283.4m,,,,
0.616,297.2m,,,,
0.617,297.2m,,,,
0.618,286.8m,,,,
0.619,293.7m,,,,
0.62,300.6m,,,,
0.621,279.9m,,,,
0.622,297.2m,,,,
0.623,286.8m,,,,
0.624,290.3m,,,,
0.625,290.3m,,,,
0.626,290.3m,,,,
0.627,286.8m,,,,
0.628,286.8m,,,,
0.629,290.3m,,,,
0.63,290.3m,,,,
0.631,286.8m,,,,
0.632,293.7m,,,,
0.633,293.7m,,,,
0.634,300.6m,,,,
0.635,279.9m,,,,
0.636,290.3m,,,,
0.637,290.3m,,,,
0.638,297.2m,,,,
0.639,293.7m,,,,
0.64,279.9m,,,,
0.641,297.2m,,,,
0.642,293.7m,,,,
0.643,297.2m,,,,
0.644,297.2m,,,,
0.645,293.7m,,,,
0.646,290.3m,,,,
0.647,286.8m,,,,
0.648,290.3m,,,,
0.649,304.1m,,,,
0.65,286.8m,,,,
0.651,290.3m,,,,
0.652,286.8m,,,,
0.653,290.3m,,,,
0.654,290.3m,,,,
0.655,297.2m,,,,
0.656,293.7m,,,,
0.657,290.3m,,,,
0.658,283.4m,,,,
0.659,307.5m,,,,
0.66,293.7m,,,,
0.661,283.4m,,,,
0.662,290.3m,,,,
0.663,293.7m,,,,
0.664,297.2m,,,,
0.665,293.7m,,,,
0.666,297.2m,,,,
0.667,293.7m,,,,
0.668,297.2m,,,,
0.669,293.7m,,,,
0.67,293.7m,,,,
0.671,293.7m,,,,
0.672,286.8m,,,,
0.673,293.7m,,,,
0.674,297.2m,,,,
0.675,293.7m,,,,
0.676,290.3m,,,,
0.677,286.8m,,,,
0.678,300.6m,,,,
0.679,286.8m,,,,
0.68,293.7m,,,,
0.681,300.6m,,,,
0.682,279.9m,,,,
0.683,290.3m,,,,
0.684,297.2m,,,,
0.685,290.3m,,,,
0.686,290.3m,,,,
0.687,300.6m,,,,
0.688,283.4m,,,,
0.689,297.2m,,,,
0.69,297.2m,,,,
0.691,297.2m,,,,
0.692,286.8m,,,,
0.693,297.2m,,,,
0.694,279.9m,,,,
0.695,290.3m,,,,
0.696,293.7m,,,,
0.697,290.3m,,,,
0.698,293.7m,,,,
0.699,286.8m,,,,
0.7,286.8m,,,,
0.701,290.3m,,,,
0.702,286.8m,,,,
0.703,286.8m,,,,
0.704,293.7m,,,,
0.705,286.8m,,,,
0.706,293.7m,,,,
0.707,283.4m,,,,
0.708,290.3m,,,,
0.709,293.7m,,,,
0.71,279.9m,,,,
0.711,286.8m,,,,
0.712,297.2m,,,,
0.713,286.8m,,,,
0.714,279.9m,,,,
0.715,286.8m,,,,
0.716,290.3m,,,,
0.717,286.8m,,,,
0.718,300.6m,,,,
0.719,286.8m,,,,
0.72,290.3m,,,,
0.721,286.8m,,,,
0.722,286.8m,,,,
0.723,283.4m,,,,
0.724,286.8m,,,,
0.725,293.7m,,,,
0.726,293.7m,,,,
0.727,283.4m,,,,
0.728,286.8m,,,,
0.729,286.8m,,,,
0.73,283.4m,,,,
0.731,297.2m,,,,
0.732,286.8m,,,,
0.733,286.8m,,,,
0.734,293.7m,,,,
0.735,290.3m,,,,
0.736,293.7m,,,,
0.737,290.3m,,,,
0.738,283.4m,,,,
0.739,286.8m,,,,
0.74,293.7m,,,,
0.741,293.7m,,,,
0.742,300.6m,,,,
0.743,286.8m,,,,
0.744,286.8m,,,,
0.745,293.7m,,,,
0.746,290.3m,,,,
0.747,286.8m,,,,
0.748,300.6m,,,,
0.749,290.3m,,,,
0.75,297.2m,,,,
0.751,290.3m,,,,
0.752,297.2m,,,,
0.753,293.7m,,,,
0.754,304.1m,,,,
0.755,286.8m,,,,
0.756,290.3m,,,,
0.757,297.2m,,,,
0.758,293.7m,,,,
0.759,286.8m,,,,
0.76,297.2m,,,,
0.761,293.7m,,,,
0.762,283.4m,,,,
0.763,300.6m,,,,
0.764,293.7m,,,,
0.765,290.3m,,,,
0.766,293.7m,,,,
0.767,286.8m,,,,
0.768,293.7m,,,,
0.769,283.4m,,,,
0.77,300.6m,,,,
0.771,297.2m,,,,
0.772,283.4m,,,,
0.773,300.6m,,,,
0.774,293.7m,,,,
0.775,293.7m,,,,
0.776,290.3m,,,,
0.777,290.3m,,,,
0.778,286.8m,,,,
0.779,290.3m,,,,
0.78,290.3m,,,,
0.781,293.7m,,,,
0.782,286.8m,,,,
0.783,293.7m,,,,
0.784,297.2m,,,,
0.785,290.3m,,,,
0.786,293.7m,,,,
0.787,290.3m,,,,
0.788,293.7m,,,,
0.789,290.3m,,,,
0.79,279.9m,,,,
0.791,297.2m,,,,
0.792,304.1m,,,,
0.793,290.3m,,,,
0.794,293.7m,,,,
0.795,290.3m,,,,
0.796,290.3m,,,,
0.797,297.2m,,,,
0.798,293.7m,,,,
0.799,297.2m,,,,
0.8,297.2m,,,,
0.801,297.2m,,,,
0.802,297.2m,,,,
0.803,293.7m,,,,
0.804,293.7m,,,,
0.805,293.7m,,,,
0.806,283.4m,,,,
0.807,293.7m,,,,
0.808,293.7m,,,,
0.809,286.8m,,,,
0.81,286.8m,,,,
0.811,297.2m,,,,
0.812,290.3m,,,,
0.813,304.1m,,,,
0.814,286.8m,,,,
0.815,297.2m,,,,
0.816,290.3m,,,,
0.817,293.7m,,,,
0.818,290.3m,,,,
0.819,304.1m,,,,
0.82,293.7m,,,,
0.821,293.7m,,,,
0.822,286.8m,,,,
0.823,283.4m,,,,
0.824,286.8m,,,,
0.825,286.8m,,,,
0.826,286.8m,,,,
0.827,300.6m,,,,
0.828,286.8m,,,,
0.829,293.7m,,,,
0.83,297.2m,,,,
0.831,293.7m,,,,
0.832,283.4m,,,,
0.833,297.2m,,,,
0.834,290.3m,,,,
0.835,290.3m,,,,
0.836,297.2m,,,,
0.837,279.9m,,,,
0.838,286.8m,,,,
0.839,286.8m,,,,
0.84,279.9m,,,,
0.841,293.7m,,,,
0.842,293.7m,,,,
0.843,293.7m,,,,
0.844,283.4m,,,,
0.845,286.8m,,,,
0.846,286.8m,,,,
0.847,293.7m,,,,
0.848,286.8m,,,,
0.849,283.4m,,,,
0.85,286.8m,,,,
0.851,300.6m,,,,
0.852,286.8m,,,,
0.853,293.7m,,,,
0.854,290.3m,,,,
0.855,286.8m,,,,
0.856,297.2m,,,,
0.857,290.3m,,,,
0.858,293.7m,,,,
0.859,290.3m,,,,
0.86,290.3m,,,,
0.861,286.8m,,,,
0.862,283.4m,,,,
0.863,290.3m,,,,
0.864,283.4m,,,,
0.865,293.7m,,,,
0.866,293.7m,,,,
0.867,286.8m,,,,
0.868,293.7m,,,,
0.869,286.8m,,,,
0.87,293.7m,,,,
0.871,293.7m,,,,
0.872,293.7m,,,,
0.873,290.3m,,,,
0.874,293.7m,,,,
0.875,297.2m,,,,
0.876,293.7m,,,,
0.877,286.8m,,,,
0.878,300.6m,,,,
0.879,293.7m,,,,
0.88,293.7m,,,,
0.881,286.8m,,,,
0.882,293.7m,,,,
0.883,283.4m,,,,
0.884,286.8m,,,,
0.885,279.9m,,,,
0.886,290.3m,,,,
0.887,286.8m,,,,
0.888,283.4m,,,,
0.889,293.7m,,,,
0.89,290.3m,,,,
0.891,297.2m,,,,
0.892,297.2m,,,,
0.893,297.2m,,,,
0.894,297.2m,,,,
0.895,293.7m,,,,
0.896,290.3m,,,,
0.897,290.3m,,,,
0.898,286.8m,,,,
0.899,283.4m,,,,
0.9,297.2m,,,,
0.901,290.3m,,,,
0.902,300.6m,,,,
0.903,286.8m,,,,
0.904,283.4m,,,,
0.905,293.7m,,,,
0.906,297.2m,,,,
0.907,290.3m,,,,
0.908,304.1m,,,,
0.909,290.3m,,,,
0.91,290.3m,,,,
0.911,293.7m,,,,
0.912,290.3m,,,,
0.913,297.2m,,,,
0.914,293.7m,,,,
0.915,286.8m,,,,
0.916,290.3m,,,,
0.917,279.9m,,,,
0.918,297.2m,,,,
0.919,290.3m,,,,
0.92,286.8m,,,,
0.921,283.4m,,,,
0.922,290.3m,,,,
0.923,283.4m,,,,
0.924,293.7m,,,,
0.925,286.8m,,,,
0.926,290.3m,,,,
0.927,286.8m,,,,
0.928,286.8m,,,,
0.929,286.8m,,,,
0.93,293.7m,,,,
0.931,293.7m,,,,
0.932,293.7m,,,,
0.933,286.8m,,,,
0.934,286.8m,,,,
0.935,290.3m,,,,
0.936,286.8m,,,,
0.937,293.7m,,,,
0.938,290.3m,,,,
0.939,286.8m,,,,
0.94,286.8m,,,,
0.941,290.3m,,,,
0.942,297.2m,,,,
0.943,286.8m,,,,
0.944,297.2m,,,,
0.945,286.8m,,,,
0.946,297.2m,,,,
0.947,290.3m,,,,
0.948,286.8m,,,,
0.949,293.7m,,,,
0.95,290.3m,,,,
0.951,293.7m,,,,
0.952,293.7m,,,,
0.953,290.3m,,,,
0.954,293.7m,,,,
0.955,286.8m,,,,
0.956,286.8m,,,,
0.957,293.7m,,,,
0.958,293.7m,,,,
0.959,283.4m,,,,
0.96,286.8m,,,,
0.961,286.8m,,,,
0.962,290.3m,,,,
0.963,293.7m,,,,
0.964,290.3m,,,,
0.965,293.7m,,,,
0.966,286.8m,,,,
0.967,276.5m,,,,
0.968,297.2m,,,,
0.969,293.7m,,,,
0.97,297.2m,,,,
0.971,279.9m,,,,
0.972,286.8m,,,,
0.973,293.7m,,,,
0.974,283.4m,,,,
0.975,286.8m,,,,
0.976,286.8m,,,,
0.977,286.8m,,,,
0.978,293.7m,,,,
0.979,283.4m,,,,
0.98,293.7m,,,,
0.981,293.7m,,,,
0.982,290.3m,,,,
0.983,300.6m,,,,
0.984,286.8m,,,,
0.985,283.4m,,,,
0.986,297.2m,,,,
0.987,283.4m,,,,
0.988,297.2m,,,,
0.989,293.7m,,,,
0.99,290.3m,,,,
0.991,293.7m,,,,
0.992,283.4m,,,,
0.993,279.9m,,,,
0.994,290.3m,,,,
0.995,286.8m,,,,
0.996,293.7m,,,,
0.997,286.8m,,,,
0.998,283.4m,,,,
0.999,283.4m,,,,
