Time - Voltage - Voltage,Amplitude - Voltage - Voltage,,,660,N
0.109,231.6m,,,,
0.11,224.7m,,,,
0.111,224.7m,,,,
0.112,231.6m,,,,
0.113,228.2m,,,,
0.114,224.7m,,,,
0.115,231.6m,,,,
0.116,231.6m,,,,
0.117,231.6m,,,,
0.118,221.3m,,,,
0.119,217.8m,,,,
0.12,228.2m,,,,
0.121,217.8m,,,,
0.122,231.6m,,,,
0.123,242m,,,,
0.124,235.1m,,,,
0.125,231.6m,,,,
0.126,231.6m,,,,
0.127,228.2m,,,,
0.128,235.1m,,,,
0.129,214.4m,,,,
0.13,235.1m,,,,
0.131,238.5m,,,,
0.132,231.6m,,,,
0.133,228.2m,,,,
0.134,228.2m,,,,
0.135,228.2m,,,,
0.136,235.1m,,,,
0.137,238.5m,,,,
0.138,235.1m,,,,
0.139,235.1m,,,,
0.14,235.1m,,,,
0.141,235.1m,,,,
0.142,228.2m,,,,
0.143,235.1m,,,,
0.144,228.2m,,,,
0.145,231.6m,,,,
0.146,235.1m,,,,
0.147,224.7m,,,,
0.148,231.6m,,,,
0.149,235.1m,,,,
0.15,235.1m,,,,
0.151,217.8m,,,,
0.152,228.2m,,,,
0.153,231.6m,,,,
0.154,224.7m,,,,
0.155,238.5m,,,,
0.156,231.6m,,,,
0.157,221.3m,,,,
0.158,228.2m,,,,
0.159,221.3m,,,,
0.16,224.7m,,,,
0.161,228.2m,,,,
0.162,238.5m,,,,
0.163,235.1m,,,,
0.164,224.7m,,,,
0.165,228.2m,,,,
0.166,231.6m,,,,
0.167,235.1m,,,,
0.168,228.2m,,,,
0.169,235.1m,,,,
0.17,231.6m,,,,
0.171,228.2m,,,,
0.172,235.1m,,,,
0.173,235.1m,,,,
0.174,221.3m,,,,
0.175,221.3m,,,,
0.176,238.5m,,,,
0.177,235.1m,,,,
0.178,224.7m,,,,
0.179,231.6m,,,,
0.18,224.7m,,,,
0.181,228.2m,,,,
0.182,224.7m,,,,
0.183,238.5m,,,,
0.184,224.7m,,,,
0.185,231.6m,,,,
0.186,221.3m,,,,
0.187,224.7m,,,,
0.188,238.5m,,,,
0.189,224.7m,,,,
0.19,228.2m,,,,
0.191,235.1m,,,,
0.192,235.1m,,,,
0.193,231.6m,,,,
0.194,228.2m,,,,
0.195,228.2m,,,,
0.196,242m,,,,
0.197,228.2m,,,,
0.198,224.7m,,,,
0.199,228.2m,,,,
0.2,224.7m,,,,
0.201,224.7m,,,,
0.202,224.7m,,,,
0.203,235.1m,,,,
0.204,235.1m,,,,
0.205,228.2m,,,,
0.206,231.6m,,,,
0.207,228.2m,,,,
0.208,231.6m,,,,
0.209,235.1m,,,,
0.21,231.6m,,,,
0.211,228.2m,,,,
0.212,238.5m,,,,
0.213,231.6m,,,,
0.214,217.8m,,,,
0.215,235.1m,,,,
0.216,231.6m,,,,
0.217,228.2m,,,,
0.218,231.6m,,,,
0.219,228.2m,,,,
0.22,235.1m,,,,
0.221,228.2m,,,,
0.222,224.7m,,,,
0.223,238.5m,,,,
0.224,228.2m,,,,
0.225,231.6m,,,,
0.226,231.6m,,,,
0.227,238.5m,,,,
0.228,224.7m,,,,
0.229,228.2m,,,,
0.23,228.2m,,,,
0.231,231.6m,,,,
0.232,235.1m,,,,
0.233,224.7m,,,,
0.234,231.6m,,,,
0.235,228.2m,,,,
0.236,228.2m,,,,
0.237,224.7m,,,,
0.238,228.2m,,,,
0.239,231.6m,,,,
0.24,245.4m,,,,
0.241,228.2m,,,,
0.242,238.5m,,,,
0.243,231.6m,,,,
0.244,224.7m,,,,
0.245,224.7m,,,,
0.246,242m,,,,
0.247,224.7m,,,,
0.248,238.5m,,,,
0.249,224.7m,,,,
0.25,231.6m,,,,
0.251,228.2m,,,,
0.252,224.7m,,,,
0.253,224.7m,,,,
0.254,231.6m,,,,
0.255,235.1m,,,,
0.256,238.5m,,,,
0.257,228.2m,,,,
0.258,231.6m,,,,
0.259,228.2m,,,,
0.26,231.6m,,,,
0.261,235.1m,,,,
0.262,231.6m,,,,
0.263,224.7m,,,,
0.264,228.2m,,,,
0.265,231.6m,,,,
0.266,231.6m,,,,
0.267,231.6m,,,,
0.268,228.2m,,,,
0.269,224.7m,,,,
0.27,231.6m,,,,
0.271,231.6m,,,,
0.272,231.6m,,,,
0.273,242m,,,,
0.274,221.3m,,,,
0.275,238.5m,,,,
0.276,228.2m,,,,
0.277,224.7m,,,,
0.278,235.1m,,,,
0.279,221.3m,,,,
0.28,224.7m,,,,
0.281,228.2m,,,,
0.282,224.7m,,,,
0.283,231.6m,,,,
0.284,231.6m,,,,
0.285,231.6m,,,,
0.286,235.1m,,,,
0.287,224.7m,,,,
0.288,235.1m,,,,
0.289,228.2m,,,,
0.29,231.6m,,,,
0.291,231.6m,,,,
0.292,224.7m,,,,
0.293,231.6m,,,,
0.294,224.7m,,,,
0.295,231.6m,,,,
0.296,228.2m,,,,
0.297,228.2m,,,,
0.298,224.7m,,,,
0.299,224.7m,,,,
0.3,224.7m,,,,
0.301,228.2m,,,,
0.302,238.5m,,,,
0.303,231.6m,,,,
0.304,228.2m,,,,
0.305,231.6m,,,,
0.306,228.2m,,,,
0.307,231.6m,,,,
0.308,224.7m,,,,
0.309,231.6m,,,,
0.31,224.7m,,,,
0.311,238.5m,,,,
0.312,224.7m,,,,
0.313,228.2m,,,,
0.314,224.7m,,,,
0.315,228.2m,,,,
0.316,224.7m,,,,
0.317,224.7m,,,,
0.318,231.6m,,,,
0.319,224.7m,,,,
0.32,231.6m,,,,
0.321,221.3m,,,,
0.322,242m,,,,
0.323,231.6m,,,,
0.324,231.6m,,,,
0.325,231.6m,,,,
0.326,242m,,,,
0.327,235.1m,,,,
0.328,224.7m,,,,
0.329,224.7m,,,,
0.33,228.2m,,,,
0.331,231.6m,,,,
0.332,221.3m,,,,
0.333,231.6m,,,,
0.334,228.2m,,,,
0.335,217.8m,,,,
0.336,238.5m,,,,
0.337,231.6m,,,,
0.338,228.2m,,,,
0.339,235.1m,,,,
0.34,231.6m,,,,
0.341,228.2m,,,,
0.342,228.2m,,,,
0.343,221.3m,,,,
0.344,224.7m,,,,
0.345,238.5m,,,,
0.346,228.2m,,,,
0.347,228.2m,,,,
0.348,228.2m,,,,
0.349,231.6m,,,,
0.35,242m,,,,
0.351,231.6m,,,,
0.352,231.6m,,,,
0.353,217.8m,,,,
0.354,231.6m,,,,
0.355,231.6m,,,,
0.356,224.7m,,,,
0.357,231.6m,,,,
0.358,235.1m,,,,
0.359,221.3m,,,,
0.36,238.5m,,,,
0.361,238.5m,,,,
0.362,231.6m,,,,
0.363,235.1m,,,,
0.364,235.1m,,,,
0.365,221.3m,,,,
0.366,231.6m,,,,
0.367,224.7m,,,,
0.368,242m,,,,
0.369,228.2m,,,,
0.37,224.7m,,,,
0.371,224.7m,,,,
0.372,235.1m,,,,
0.373,235.1m,,,,
0.374,228.2m,,,,
0.375,217.8m,,,,
0.376,238.5m,,,,
0.377,228.2m,,,,
0.378,224.7m,,,,
0.379,228.2m,,,,
0.38,238.5m,,,,
0.381,235.1m,,,,
0.382,228.2m,,,,
0.383,217.8m,,,,
0.384,224.7m,,,,
0.385,224.7m,,,,
0.386,224.7m,,,,
0.387,228.2m,,,,
0.388,228.2m,,,,
0.389,235.1m,,,,
0.39,224.7m,,,,
0.391,228.2m,,,,
0.392,221.3m,,,,
0.393,224.7m,,,,
0.394,224.7m,,,,
0.395,228.2m,,,,
0.396,235.1m,,,,
0.397,228.2m,,,,
0.398,231.6m,,,,
0.399,228.2m,,,,
0.4,224.7m,,,,
0.401,231.6m,,,,
0.402,228.2m,,,,
0.403,224.7m,,,,
0.404,228.2m,,,,
0.405,238.5m,,,,
0.406,235.1m,,,,
0.407,224.7m,,,,
0.408,231.6m,,,,
0.409,221.3m,,,,
0.41,231.6m,,,,
0.411,238.5m,,,,
0.412,231.6m,,,,
0.413,224.7m,,,,
0.414,228.2m,,,,
0.415,228.2m,,,,
0.416,238.5m,,,,
0.417,231.6m,,,,
0.418,231.6m,,,,
0.419,235.1m,,,,
0.42,228.2m,,,,
0.421,228.2m,,,,
0.422,228.2m,,,,
0.423,224.7m,,,,
0.424,238.5m,,,,
0.425,224.7m,,,,
0.426,231.6m,,,,
0.427,228.2m,,,,
0.428,231.6m,,,,
0.429,231.6m,,,,
0.43,228.2m,,,,
0.431,235.1m,,,,
0.432,235.1m,,,,
0.433,228.2m,,,,
0.434,235.1m,,,,
0.435,231.6m,,,,
0.436,224.7m,,,,
0.437,228.2m,,,,
0.438,231.6m,,,,
0.439,231.6m,,,,
0.44,228.2m,,,,
0.441,235.1m,,,,
0.442,231.6m,,,,
0.443,245.4m,,,,
0.444,221.3m,,,,
0.445,228.2m,,,,
0.446,231.6m,,,,
0.447,238.5m,,,,
0.448,238.5m,,,,
0.449,231.6m,,,,
0.45,231.6m,,,,
0.451,224.7m,,,,
0.452,224.7m,,,,
0.453,224.7m,,,,
0.454,228.2m,,,,
0.455,224.7m,,,,
0.456,224.7m,,,,
0.457,228.2m,,,,
0.458,238.5m,,,,
0.459,228.2m,,,,
0.46,228.2m,,,,
0.461,238.5m,,,,
0.462,231.6m,,,,
0.463,231.6m,,,,
0.464,238.5m,,,,
0.465,231.6m,,,,
0.466,235.1m,,,,
0.467,231.6m,,,,
0.468,224.7m,,,,
0.469,221.3m,,,,
0.47,235.1m,,,,
0.471,238.5m,,,,
0.472,224.7m,,,,
0.473,235.1m,,,,
0.474,221.3m,,,,
0.475,231.6m,,,,
0.476,238.5m,,,,
0.477,228.2m,,,,
0.478,231.6m,,,,
0.479,231.6m,,,,
0.48,221.3m,,,,
0.481,228.2m,,,,
0.482,228.2m,,,,
0.483,238.5m,,,,
0.484,224.7m,,,,
0.485,228.2m,,,,
0.486,228.2m,,,,
0.487,221.3m,,,,
0.488,224.7m,,,,
0.489,228.2m,,,,
0.49,235.1m,,,,
0.491,235.1m,,,,
0.492,221.3m,,,,
0.493,231.6m,,,,
0.494,228.2m,,,,
0.495,238.5m,,,,
0.496,231.6m,,,,
0.497,228.2m,,,,
0.498,231.6m,,,,
0.499,228.2m,,,,
0.5,235.1m,,,,
0.501,231.6m,,,,
0.502,231.6m,,,,
0.503,224.7m,,,,
0.504,221.3m,,,,
0.505,228.2m,,,,
0.506,235.1m,,,,
0.507,231.6m,,,,
0.508,231.6m,,,,
0.509,228.2m,,,,
0.51,224.7m,,,,
0.511,224.7m,,,,
0.512,228.2m,,,,
0.513,231.6m,,,,
0.514,235.1m,,,,
0.515,228.2m,,,,
0.516,228.2m,,,,
0.517,231.6m,,,,
0.518,228.2m,,,,
0.519,228.2m,,,,
0.52,228.2m,,,,
0.521,228.2m,,,,
0.522,221.3m,,,,
0.523,221.3m,,,,
0.524,224.7m,,,,
0.525,231.6m,,,,
0.526,224.7m,,,,
0.527,224.7m,,,,
0.528,231.6m,,,,
0.529,217.8m,,,,
0.53,231.6m,,,,
0.531,224.7m,,,,
0.532,224.7m,,,,
0.533,221.3m,,,,
0.534,231.6m,,,,
0.535,228.2m,,,,
0.536,238.5m,,,,
0.537,242m,,,,
0.538,228.2m,,,,
0.539,224.7m,,,,
0.54,231.6m,,,,
0.541,221.3m,,,,
0.542,228.2m,,,,
0.543,224.7m,,,,
0.544,224.7m,,,,
0.545,242m,,,,
0.546,228.2m,,,,
0.547,217.8m,,,,
0.548,242m,,,,
0.549,228.2m,,,,
0.55,214.4m,,,,
0.551,235.1m,,,,
0.552,228.2m,,,,
0.553,228.2m,,,,
0.554,235.1m,,,,
0.555,235.1m,,,,
0.556,224.7m,,,,
0.557,235.1m,,,,
0.558,231.6m,,,,
0.559,228.2m,,,,
0.56,231.6m,,,,
0.561,231.6m,,,,
0.562,224.7m,,,,
0.563,228.2m,,,,
0.564,231.6m,,,,
0.565,228.2m,,,,
0.566,228.2m,,,,
0.567,224.7m,,,,
0.568,231.6m,,,,
0.569,235.1m,,,,
0.57,224.7m,,,,
0.571,224.7m,,,,
0.572,235.1m,,,,
0.573,231.6m,,,,
0.574,242m,,,,
0.575,228.2m,,,,
0.576,217.8m,,,,
0.577,228.2m,,,,
0.578,228.2m,,,,
0.579,231.6m,,,,
0.58,242m,,,,
0.581,235.1m,,,,
0.582,228.2m,,,,
0.583,228.2m,,,,
0.584,238.5m,,,,
0.585,231.6m,,,,
0.586,228.2m,,,,
0.587,231.6m,,,,
0.588,231.6m,,,,
0.589,235.1m,,,,
0.59,224.7m,,,,
0.591,231.6m,,,,
0.592,242m,,,,
0.593,228.2m,,,,
0.594,224.7m,,,,
0.595,235.1m,,,,
0.596,228.2m,,,,
0.597,231.6m,,,,
0.598,224.7m,,,,
0.599,228.2m,,,,
0.6,228.2m,,,,
0.601,231.6m,,,,
0.602,228.2m,,,,
0.603,231.6m,,,,
0.604,231.6m,,,,
0.605,231.6m,,,,
0.606,228.2m,,,,
0.607,224.7m,,,,
0.608,224.7m,,,,
0.609,231.6m,,,,
0.61,238.5m,,,,
0.611,238.5m,,,,
0.612,235.1m,,,,
0.613,221.3m,,,,
0.614,231.6m,,,,
0.615,214.4m,,,,
0.616,231.6m,,,,
0.617,228.2m,,,,
0.618,228.2m,,,,
0.619,224.7m,,,,
0.62,228.2m,,,,
0.621,231.6m,,,,
0.622,235.1m,,,,
0.623,224.7m,,,,
0.624,224.7m,,,,
0.625,224.7m,,,,
0.626,231.6m,,,,
0.627,221.3m,,,,
0.628,231.6m,,,,
0.629,228.2m,,,,
0.63,228.2m,,,,
0.631,224.7m,,,,
0.632,235.1m,,,,
0.633,235.1m,,,,
0.634,231.6m,,,,
0.635,221.3m,,,,
0.636,228.2m,,,,
0.637,224.7m,,,,
0.638,224.7m,,,,
0.639,224.7m,,,,
0.64,238.5m,,,,
0.641,238.5m,,,,
0.642,231.6m,,,,
0.643,228.2m,,,,
0.644,235.1m,,,,
0.645,238.5m,,,,
0.646,231.6m,,,,
0.647,228.2m,,,,
0.648,231.6m,,,,
0.649,238.5m,,,,
0.65,224.7m,,,,
0.651,238.5m,,,,
0.652,235.1m,,,,
0.653,235.1m,,,,
0.654,221.3m,,,,
0.655,224.7m,,,,
0.656,228.2m,,,,
0.657,231.6m,,,,
0.658,235.1m,,,,
0.659,231.6m,,,,
0.66,235.1m,,,,
0.661,224.7m,,,,
0.662,238.5m,,,,
0.663,235.1m,,,,
0.664,228.2m,,,,
0.665,238.5m,,,,
0.666,224.7m,,,,
0.667,224.7m,,,,
0.668,231.6m,,,,
0.669,228.2m,,,,
0.67,228.2m,,,,
0.671,221.3m,,,,
0.672,228.2m,,,,
0.673,228.2m,,,,
0.674,228.2m,,,,
0.675,221.3m,,,,
0.676,231.6m,,,,
0.677,231.6m,,,,
0.678,228.2m,,,,
0.679,242m,,,,
0.68,224.7m,,,,
0.681,235.1m,,,,
0.682,238.5m,,,,
0.683,235.1m,,,,
0.684,228.2m,,,,
0.685,221.3m,,,,
0.686,224.7m,,,,
0.687,235.1m,,,,
0.688,235.1m,,,,
0.689,228.2m,,,,
0.69,231.6m,,,,
0.691,224.7m,,,,
0.692,231.6m,,,,
0.693,231.6m,,,,
0.694,231.6m,,,,
0.695,228.2m,,,,
0.696,235.1m,,,,
0.697,231.6m,,,,
0.698,221.3m,,,,
0.699,228.2m,,,,
0.7,235.1m,,,,
0.701,231.6m,,,,
0.702,238.5m,,,,
0.703,242m,,,,
0.704,231.6m,,,,
0.705,235.1m,,,,
0.706,235.1m,,,,
0.707,228.2m,,,,
0.708,228.2m,,,,
0.709,235.1m,,,,
0.71,228.2m,,,,
0.711,235.1m,,,,
0.712,228.2m,,,,
0.713,235.1m,,,,
0.714,224.7m,,,,
0.715,228.2m,,,,
0.716,231.6m,,,,
0.717,231.6m,,,,
0.718,228.2m,,,,
0.719,228.2m,,,,
0.72,224.7m,,,,
0.721,235.1m,,,,
0.722,228.2m,,,,
0.723,224.7m,,,,
0.724,231.6m,,,,
0.725,235.1m,,,,
0.726,228.2m,,,,
0.727,231.6m,,,,
0.728,231.6m,,,,
0.729,228.2m,,,,
0.73,235.1m,,,,
0.731,224.7m,,,,
0.732,231.6m,,,,
0.733,228.2m,,,,
0.734,228.2m,,,,
0.735,217.8m,,,,
0.736,224.7m,,,,
0.737,231.6m,,,,
0.738,235.1m,,,,
0.739,231.6m,,,,
0.74,224.7m,,,,
0.741,231.6m,,,,
0.742,224.7m,,,,
0.743,235.1m,,,,
0.744,224.7m,,,,
0.745,224.7m,,,,
0.746,214.4m,,,,
0.747,228.2m,,,,
0.748,235.1m,,,,
0.749,238.5m,,,,
0.75,221.3m,,,,
0.751,235.1m,,,,
0.752,235.1m,,,,
0.753,238.5m,,,,
0.754,228.2m,,,,
0.755,228.2m,,,,
0.756,238.5m,,,,
0.757,235.1m,,,,
0.758,231.6m,,,,
0.759,231.6m,,,,
0.76,228.2m,,,,
0.761,238.5m,,,,
0.762,228.2m,,,,
0.763,224.7m,,,,
0.764,224.7m,,,,
0.765,231.6m,,,,
0.766,224.7m,,,,
0.767,228.2m,,,,
0.768,242m,,,,
0.769,231.6m,,,,
0.77,235.1m,,,,
0.771,242m,,,,
0.772,231.6m,,,,
0.773,228.2m,,,,
0.774,224.7m,,,,
0.775,231.6m,,,,
0.776,231.6m,,,,
0.777,231.6m,,,,
0.778,228.2m,,,,
0.779,235.1m,,,,
0.78,228.2m,,,,
0.781,231.6m,,,,
0.782,224.7m,,,,
0.783,231.6m,,,,
0.784,235.1m,,,,
0.785,235.1m,,,,
0.786,235.1m,,,,
0.787,235.1m,,,,
0.788,231.6m,,,,
0.789,231.6m,,,,
0.79,231.6m,,,,
0.791,235.1m,,,,
0.792,238.5m,,,,
0.793,238.5m,,,,
0.794,242m,,,,
0.795,231.6m,,,,
0.796,238.5m,,,,
0.797,228.2m,,,,
0.798,235.1m,,,,
0.799,224.7m,,,,
0.8,235.1m,,,,
0.801,221.3m,,,,
0.802,224.7m,,,,
0.803,224.7m,,,,
0.804,235.1m,,,,
0.805,221.3m,,,,
0.806,224.7m,,,,
0.807,221.3m,,,,
0.808,228.2m,,,,
0.809,228.2m,,,,
0.81,238.5m,,,,
0.811,231.6m,,,,
0.812,228.2m,,,,
0.813,231.6m,,,,
0.814,235.1m,,,,
0.815,224.7m,,,,
0.816,228.2m,,,,
0.817,224.7m,,,,
0.818,235.1m,,,,
0.819,228.2m,,,,
0.82,228.2m,,,,
0.821,235.1m,,,,
0.822,224.7m,,,,
0.823,228.2m,,,,
0.824,228.2m,,,,
0.825,221.3m,,,,
0.826,231.6m,,,,
0.827,235.1m,,,,
0.828,231.6m,,,,
0.829,228.2m,,,,
0.83,245.4m,,,,
0.831,224.7m,,,,
0.832,235.1m,,,,
0.833,231.6m,,,,
0.834,224.7m,,,,
0.835,228.2m,,,,
0.836,238.5m,,,,
0.837,217.8m,,,,
0.838,231.6m,,,,
0.839,231.6m,,,,
0.84,238.5m,,,,
0.841,224.7m,,,,
0.842,235.1m,,,,
0.843,224.7m,,,,
0.844,231.6m,,,,
0.845,235.1m,,,,
0.846,235.1m,,,,
0.847,228.2m,,,,
0.848,231.6m,,,,
0.849,235.1m,,,,
0.85,235.1m,,,,
0.851,228.2m,,,,
0.852,224.7m,,,,
0.853,238.5m,,,,
0.854,228.2m,,,,
0.855,235.1m,,,,
0.856,231.6m,,,,
0.857,228.2m,,,,
0.858,235.1m,,,,
0.859,231.6m,,,,
0.86,235.1m,,,,
0.861,228.2m,,,,
0.862,231.6m,,,,
0.863,228.2m,,,,
0.864,238.5m,,,,
0.865,228.2m,,,,
0.866,238.5m,,,,
0.867,224.7m,,,,
0.868,228.2m,,,,
0.869,221.3m,,,,
0.87,231.6m,,,,
0.871,235.1m,,,,
0.872,221.3m,,,,
0.873,228.2m,,,,
0.874,221.3m,,,,
0.875,231.6m,,,,
0.876,224.7m,,,,
0.877,228.2m,,,,
0.878,231.6m,,,,
0.879,224.7m,,,,
0.88,235.1m,,,,
0.881,242m,,,,
0.882,224.7m,,,,
0.883,224.7m,,,,
0.884,224.7m,,,,
0.885,231.6m,,,,
0.886,228.2m,,,,
0.887,228.2m,,,,
0.888,235.1m,,,,
0.889,224.7m,,,,
0.89,235.1m,,,,
0.891,224.7m,,,,
0.892,235.1m,,,,
0.893,235.1m,,,,
0.894,228.2m,,,,
0.895,217.8m,,,,
0.896,228.2m,,,,
0.897,228.2m,,,,
0.898,235.1m,,,,
0.899,238.5m,,,,
0.9,228.2m,,,,
0.901,231.6m,,,,
0.902,231.6m,,,,
0.903,217.8m,,,,
0.904,235.1m,,,,
0.905,228.2m,,,,
0.906,228.2m,,,,
0.907,231.6m,,,,
0.908,228.2m,,,,
0.909,221.3m,,,,
0.91,235.1m,,,,
0.911,224.7m,,,,
0.912,224.7m,,,,
0.913,235.1m,,,,
0.914,224.7m,,,,
0.915,228.2m,,,,
0.916,235.1m,,,,
0.917,231.6m,,,,
0.918,235.1m,,,,
0.919,235.1m,,,,
0.92,231.6m,,,,
0.921,238.5m,,,,
0.922,224.7m,,,,
0.923,235.1m,,,,
0.924,235.1m,,,,
0.925,228.2m,,,,
0.926,231.6m,,,,
0.927,231.6m,,,,
0.928,224.7m,,,,
0.929,224.7m,,,,
0.93,224.7m,,,,
0.931,224.7m,,,,
0.932,221.3m,,,,
0.933,231.6m,,,,
0.934,231.6m,,,,
0.935,228.2m,,,,
0.936,228.2m,,,,
0.937,224.7m,,,,
0.938,238.5m,,,,
0.939,231.6m,,,,
0.94,221.3m,,,,
0.941,231.6m,,,,
0.942,231.6m,,,,
0.943,231.6m,,,,
0.944,228.2m,,,,
0.945,224.7m,,,,
0.946,217.8m,,,,
0.947,228.2m,,,,
0.948,231.6m,,,,
0.949,228.2m,,,,
0.95,224.7m,,,,
0.951,235.1m,,,,
0.952,224.7m,,,,
0.953,228.2m,,,,
0.954,221.3m,,,,
0.955,235.1m,,,,
0.956,231.6m,,,,
0.957,228.2m,,,,
0.958,224.7m,,,,
0.959,221.3m,,,,
0.96,231.6m,,,,
0.961,228.2m,,,,
0.962,228.2m,,,,
0.963,224.7m,,,,
0.964,235.1m,,,,
0.965,221.3m,,,,
0.966,228.2m,,,,
0.967,217.8m,,,,
0.968,231.6m,,,,
0.969,224.7m,,,,
0.97,228.2m,,,,
0.971,228.2m,,,,
0.972,231.6m,,,,
0.973,228.2m,,,,
0.974,224.7m,,,,
0.975,217.8m,,,,
0.976,231.6m,,,,
0.977,231.6m,,,,
0.978,224.7m,,,,
0.979,231.6m,,,,
0.98,228.2m,,,,
0.981,228.2m,,,,
0.982,231.6m,,,,
0.983,224.7m,,,,
0.984,228.2m,,,,
0.985,238.5m,,,,
0.986,221.3m,,,,
0.987,224.7m,,,,
0.988,228.2m,,,,
0.989,242m,,,,
0.99,235.1m,,,,
0.991,221.3m,,,,
0.992,231.6m,,,,
0.993,224.7m,,,,
0.994,231.6m,,,,
0.995,238.5m,,,,
0.996,238.5m,,,,
0.997,228.2m,,,,
0.998,235.1m,,,,
0.999,235.1m,,,,
