Time - Voltage - Voltage,Amplitude - Voltage - Voltage,,,2100,N
0.149,925.4m,,,,
0.15,925.4m,,,,
0.151,911.6m,,,,
0.152,915m,,,,
0.153,918.5m,,,,
0.154,925.4m,,,,
0.155,925.4m,,,,
0.156,918.5m,,,,
0.157,935.7m,,,,
0.158,918.5m,,,,
0.159,911.6m,,,,
0.16,918.5m,,,,
0.161,918.5m,,,,
0.162,928.8m,,,,
0.163,932.3m,,,,
0.164,918.5m,,,,
0.165,921.9m,,,,
0.166,921.9m,,,,
0.167,925.4m,,,,
0.168,925.4m,,,,
0.169,921.9m,,,,
0.17,918.5m,,,,
0.171,918.5m,,,,
0.172,921.9m,,,,
0.173,911.6m,,,,
0.174,915m,,,,
0.175,915m,,,,
0.176,915m,,,,
0.177,925.4m,,,,
0.178,932.3m,,,,
0.179,925.4m,,,,
0.18,915m,,,,
0.181,915m,,,,
0.182,925.4m,,,,
0.183,925.4m,,,,
0.184,921.9m,,,,
0.185,915m,,,,
0.186,921.9m,,,,
0.187,928.8m,,,,
0.188,918.5m,,,,
0.189,915m,,,,
0.19,921.9m,,,,
0.191,918.5m,,,,
0.192,921.9m,,,,
0.193,925.4m,,,,
0.194,928.8m,,,,
0.195,918.5m,,,,
0.196,915m,,,,
0.197,925.4m,,,,
0.198,908.1m,,,,
0.199,921.9m,,,,
0.2,918.5m,,,,
0.201,918.5m,,,,
0.202,915m,,,,
0.203,918.5m,,,,
0.204,918.5m,,,,
0.205,921.9m,,,,
0.206,921.9m,,,,
0.207,921.9m,,,,
0.208,915m,,,,
0.209,921.9m,,,,
0.21,918.5m,,,,
0.211,921.9m,,,,
0.212,911.6m,,,,
0.213,918.5m,,,,
0.214,925.4m,,,,
0.215,911.6m,,,,
0.216,921.9m,,,,
0.217,925.4m,,,,
0.218,928.8m,,,,
0.219,921.9m,,,,
0.22,894.3m,,,,
0.221,928.8m,,,,
0.222,911.6m,,,,
0.223,915m,,,,
0.224,915m,,,,
0.225,921.9m,,,,
0.226,918.5m,,,,
0.227,925.4m,,,,
0.228,921.9m,,,,
0.229,932.3m,,,,
0.23,925.4m,,,,
0.231,928.8m,,,,
0.232,921.9m,,,,
0.233,918.5m,,,,
0.234,915m,,,,
0.235,915m,,,,
0.236,921.9m,,,,
0.237,918.5m,,,,
0.238,915m,,,,
0.239,908.1m,,,,
0.24,915m,,,,
0.241,915m,,,,
0.242,921.9m,,,,
0.243,915m,,,,
0.244,925.4m,,,,
0.245,925.4m,,,,
0.246,918.5m,,,,
0.247,911.6m,,,,
0.248,921.9m,,,,
0.249,908.1m,,,,
0.25,915m,,,,
0.251,911.6m,,,,
0.252,925.4m,,,,
0.253,925.4m,,,,
0.254,911.6m,,,,
0.255,932.3m,,,,
0.256,921.9m,,,,
0.257,918.5m,,,,
0.258,925.4m,,,,
0.259,918.5m,,,,
0.26,925.4m,,,,
0.261,904.7m,,,,
0.262,911.6m,,,,
0.263,918.5m,,,,
0.264,928.8m,,,,
0.265,925.4m,,,,
0.266,925.4m,,,,
0.267,915m,,,,
0.268,918.5m,,,,
0.269,921.9m,,,,
0.27,915m,,,,
0.271,921.9m,,,,
0.272,918.5m,,,,
0.273,921.9m,,,,
0.274,921.9m,,,,
0.275,915m,,,,
0.276,918.5m,,,,
0.277,915m,,,,
0.278,921.9m,,,,
0.279,915m,,,,
0.28,928.8m,,,,
0.281,921.9m,,,,
0.282,918.5m,,,,
0.283,911.6m,,,,
0.284,915m,,,,
0.285,918.5m,,,,
0.286,928.8m,,,,
0.287,921.9m,,,,
0.288,915m,,,,
0.289,918.5m,,,,
0.29,918.5m,,,,
0.291,915m,,,,
0.292,932.3m,,,,
0.293,928.8m,,,,
0.294,921.9m,,,,
0.295,915m,,,,
0.296,918.5m,,,,
0.297,921.9m,,,,
0.298,921.9m,,,,
0.299,925.4m,,,,
0.3,921.9m,,,,
0.301,928.8m,,,,
0.302,918.5m,,,,
0.303,925.4m,,,,
0.304,918.5m,,,,
0.305,932.3m,,,,
0.306,925.4m,,,,
0.307,915m,,,,
0.308,925.4m,,,,
0.309,915m,,,,
0.31,921.9m,,,,
0.311,918.5m,,,,
0.312,915m,,,,
0.313,918.5m,,,,
0.314,925.4m,,,,
0.315,918.5m,,,,
0.316,918.5m,,,,
0.317,925.4m,,,,
0.318,915m,,,,
0.319,921.9m,,,,
0.32,921.9m,,,,
0.321,928.8m,,,,
0.322,911.6m,,,,
0.323,915m,,,,
0.324,890.9m,,,,
0.325,918.5m,,,,
0.326,925.4m,,,,
0.327,921.9m,,,,
0.328,925.4m,,,,
0.329,921.9m,,,,
0.33,928.8m,,,,
0.331,925.4m,,,,
0.332,932.3m,,,,
0.333,918.5m,,,,
0.334,918.5m,,,,
0.335,918.5m,,,,
0.336,921.9m,,,,
0.337,921.9m,,,,
0.338,928.8m,,,,
0.339,918.5m,,,,
0.34,918.5m,,,,
0.341,911.6m,,,,
0.342,915m,,,,
0.343,921.9m,,,,
0.344,921.9m,,,,
0.345,918.5m,,,,
0.346,911.6m,,,,
0.347,911.6m,,,,
0.348,921.9m,,,,
0.349,918.5m,,,,
0.35,918.5m,,,,
0.351,918.5m,,,,
0.352,918.5m,,,,
0.353,915m,,,,
0.354,918.5m,,,,
0.355,918.5m,,,,
0.356,918.5m,,,,
0.357,921.9m,,,,
0.358,915m,,,,
0.359,918.5m,,,,
0.36,928.8m,,,,
0.361,925.4m,,,,
0.362,921.9m,,,,
0.363,918.5m,,,,
0.364,915m,,,,
0.365,928.8m,,,,
0.366,918.5m,,,,
0.367,908.1m,,,,
0.368,928.8m,,,,
0.369,915m,,,,
0.37,918.5m,,,,
0.371,918.5m,,,,
0.372,921.9m,,,,
0.373,921.9m,,,,
0.374,915m,,,,
0.375,911.6m,,,,
0.376,925.4m,,,,
0.377,918.5m,,,,
0.378,921.9m,,,,
0.379,915m,,,,
0.38,925.4m,,,,
0.381,921.9m,,,,
0.382,921.9m,,,,
0.383,928.8m,,,,
0.384,935.7m,,,,
0.385,921.9m,,,,
0.386,908.1m,,,,
0.387,915m,,,,
0.388,915m,,,,
0.389,911.6m,,,,
0.39,918.5m,,,,
0.391,928.8m,,,,
0.392,915m,,,,
0.393,932.3m,,,,
0.394,921.9m,,,,
0.395,918.5m,,,,
0.396,928.8m,,,,
0.397,911.6m,,,,
0.398,915m,,,,
0.399,915m,,,,
0.4,921.9m,,,,
0.401,918.5m,,,,
0.402,925.4m,,,,
0.403,925.4m,,,,
0.404,918.5m,,,,
0.405,911.6m,,,,
0.406,908.1m,,,,
0.407,925.4m,,,,
0.408,925.4m,,,,
0.409,928.8m,,,,
0.41,925.4m,,,,
0.411,915m,,,,
0.412,928.8m,,,,
0.413,921.9m,,,,
0.414,921.9m,,,,
0.415,918.5m,,,,
0.416,921.9m,,,,
0.417,915m,,,,
0.418,921.9m,,,,
0.419,918.5m,,,,
0.42,925.4m,,,,
0.421,921.9m,,,,
0.422,925.4m,,,,
0.423,921.9m,,,,
0.424,921.9m,,,,
0.425,921.9m,,,,
0.426,918.5m,,,,
0.427,928.8m,,,,
0.428,904.7m,,,,
0.429,915m,,,,
0.43,915m,,,,
0.431,918.5m,,,,
0.432,925.4m,,,,
0.433,908.1m,,,,
0.434,928.8m,,,,
0.435,921.9m,,,,
0.436,918.5m,,,,
0.437,911.6m,,,,
0.438,921.9m,,,,
0.439,911.6m,,,,
0.44,928.8m,,,,
0.441,921.9m,,,,
0.442,911.6m,,,,
0.443,921.9m,,,,
0.444,911.6m,,,,
0.445,918.5m,,,,
0.446,915m,,,,
0.447,921.9m,,,,
0.448,925.4m,,,,
0.449,915m,,,,
0.45,915m,,,,
0.451,915m,,,,
0.452,908.1m,,,,
0.453,915m,,,,
0.454,925.4m,,,,
0.455,915m,,,,
0.456,915m,,,,
0.457,918.5m,,,,
0.458,918.5m,,,,
0.459,915m,,,,
0.46,911.6m,,,,
0.461,915m,,,,
0.462,925.4m,,,,
0.463,928.8m,,,,
0.464,921.9m,,,,
0.465,921.9m,,,,
0.466,925.4m,,,,
0.467,915m,,,,
0.468,921.9m,,,,
0.469,915m,,,,
0.47,921.9m,,,,
0.471,911.6m,,,,
0.472,921.9m,,,,
0.473,925.4m,,,,
0.474,925.4m,,,,
0.475,915m,,,,
0.476,921.9m,,,,
0.477,921.9m,,,,
0.478,915m,,,,
0.479,918.5m,,,,
0.48,928.8m,,,,
0.481,911.6m,,,,
0.482,918.5m,,,,
0.483,925.4m,,,,
0.484,928.8m,,,,
0.485,925.4m,,,,
0.486,925.4m,,,,
0.487,921.9m,,,,
0.488,915m,,,,
0.489,925.4m,,,,
0.49,928.8m,,,,
0.491,921.9m,,,,
0.492,921.9m,,,,
0.493,921.9m,,,,
0.494,918.5m,,,,
0.495,921.9m,,,,
0.496,921.9m,,,,
0.497,925.4m,,,,
0.498,925.4m,,,,
0.499,925.4m,,,,
0.5,925.4m,,,,
0.501,925.4m,,,,
0.502,925.4m,,,,
0.503,921.9m,,,,
0.504,921.9m,,,,
0.505,918.5m,,,,
0.506,918.5m,,,,
0.507,921.9m,,,,
0.508,915m,,,,
0.509,921.9m,,,,
0.51,894.3m,,,,
0.511,921.9m,,,,
0.512,908.1m,,,,
0.513,925.4m,,,,
0.514,915m,,,,
0.515,921.9m,,,,
0.516,915m,,,,
0.517,911.6m,,,,
0.518,915m,,,,
0.519,911.6m,,,,
0.52,918.5m,,,,
0.521,915m,,,,
0.522,925.4m,,,,
0.523,925.4m,,,,
0.524,915m,,,,
0.525,935.7m,,,,
0.526,915m,,,,
0.527,925.4m,,,,
0.528,921.9m,,,,
0.529,918.5m,,,,
0.53,921.9m,,,,
0.531,921.9m,,,,
0.532,911.6m,,,,
0.533,918.5m,,,,
0.534,908.1m,,,,
0.535,915m,,,,
0.536,921.9m,,,,
0.537,921.9m,,,,
0.538,921.9m,,,,
0.539,921.9m,,,,
0.54,918.5m,,,,
0.541,925.4m,,,,
0.542,918.5m,,,,
0.543,915m,,,,
0.544,921.9m,,,,
0.545,921.9m,,,,
0.546,925.4m,,,,
0.547,918.5m,,,,
0.548,925.4m,,,,
0.549,918.5m,,,,
0.55,918.5m,,,,
0.551,925.4m,,,,
0.552,932.3m,,,,
0.553,925.4m,,,,
0.554,915m,,,,
0.555,921.9m,,,,
0.556,921.9m,,,,
0.557,925.4m,,,,
0.558,925.4m,,,,
0.559,911.6m,,,,
0.56,918.5m,,,,
0.561,918.5m,,,,
0.562,925.4m,,,,
0.563,921.9m,,,,
0.564,915m,,,,
0.565,925.4m,,,,
0.566,918.5m,,,,
0.567,928.8m,,,,
0.568,921.9m,,,,
0.569,921.9m,,,,
0.57,918.5m,,,,
0.571,921.9m,,,,
0.572,918.5m,,,,
0.573,915m,,,,
0.574,925.4m,,,,
0.575,921.9m,,,,
0.576,921.9m,,,,
0.577,915m,,,,
0.578,925.4m,,,,
0.579,925.4m,,,,
0.58,928.8m,,,,
0.581,925.4m,,,,
0.582,925.4m,,,,
0.583,918.5m,,,,
0.584,915m,,,,
0.585,925.4m,,,,
0.586,925.4m,,,,
0.587,911.6m,,,,
0.588,911.6m,,,,
0.589,921.9m,,,,
0.59,911.6m,,,,
0.591,921.9m,,,,
0.592,921.9m,,,,
0.593,921.9m,,,,
0.594,918.5m,,,,
0.595,908.1m,,,,
0.596,921.9m,,,,
0.597,921.9m,,,,
0.598,921.9m,,,,
0.599,921.9m,,,,
0.6,928.8m,,,,
0.601,921.9m,,,,
0.602,925.4m,,,,
0.603,911.6m,,,,
0.604,911.6m,,,,
0.605,908.1m,,,,
0.606,918.5m,,,,
0.607,918.5m,,,,
0.608,921.9m,,,,
0.609,911.6m,,,,
0.61,921.9m,,,,
0.611,925.4m,,,,
0.612,925.4m,,,,
0.613,925.4m,,,,
0.614,935.7m,,,,
0.615,921.9m,,,,
0.616,921.9m,,,,
0.617,925.4m,,,,
0.618,925.4m,,,,
0.619,918.5m,,,,
0.62,921.9m,,,,
0.621,918.5m,,,,
0.622,932.3m,,,,
0.623,921.9m,,,,
0.624,932.3m,,,,
0.625,915m,,,,
0.626,925.4m,,,,
0.627,918.5m,,,,
0.628,925.4m,,,,
0.629,918.5m,,,,
0.63,918.5m,,,,
0.631,918.5m,,,,
0.632,921.9m,,,,
0.633,921.9m,,,,
0.634,918.5m,,,,
0.635,918.5m,,,,
0.636,901.2m,,,,
0.637,915m,,,,
0.638,918.5m,,,,
0.639,935.7m,,,,
0.64,921.9m,,,,
0.641,925.4m,,,,
0.642,915m,,,,
0.643,921.9m,,,,
0.644,921.9m,,,,
0.645,911.6m,,,,
0.646,915m,,,,
0.647,925.4m,,,,
0.648,925.4m,,,,
0.649,911.6m,,,,
0.65,915m,,,,
0.651,918.5m,,,,
0.652,911.6m,,,,
0.653,918.5m,,,,
0.654,918.5m,,,,
0.655,908.1m,,,,
0.656,918.5m,,,,
0.657,915m,,,,
0.658,928.8m,,,,
0.659,911.6m,,,,
0.66,918.5m,,,,
0.661,918.5m,,,,
0.662,925.4m,,,,
0.663,915m,,,,
0.664,915m,,,,
0.665,925.4m,,,,
0.666,911.6m,,,,
0.667,921.9m,,,,
0.668,921.9m,,,,
0.669,911.6m,,,,
0.67,921.9m,,,,
0.671,921.9m,,,,
0.672,918.5m,,,,
0.673,925.4m,,,,
0.674,921.9m,,,,
0.675,915m,,,,
0.676,921.9m,,,,
0.677,921.9m,,,,
0.678,918.5m,,,,
0.679,915m,,,,
0.68,911.6m,,,,
0.681,921.9m,,,,
0.682,918.5m,,,,
0.683,915m,,,,
0.684,928.8m,,,,
0.685,925.4m,,,,
0.686,921.9m,,,,
0.687,921.9m,,,,
0.688,928.8m,,,,
0.689,915m,,,,
0.69,915m,,,,
0.691,925.4m,,,,
0.692,918.5m,,,,
0.693,928.8m,,,,
0.694,911.6m,,,,
0.695,918.5m,,,,
0.696,918.5m,,,,
0.697,921.9m,,,,
0.698,918.5m,,,,
0.699,928.8m,,,,
0.7,918.5m,,,,
0.701,925.4m,,,,
0.702,918.5m,,,,
0.703,925.4m,,,,
0.704,911.6m,,,,
0.705,918.5m,,,,
0.706,918.5m,,,,
0.707,918.5m,,,,
0.708,918.5m,,,,
0.709,921.9m,,,,
0.71,918.5m,,,,
0.711,911.6m,,,,
0.712,918.5m,,,,
0.713,925.4m,,,,
0.714,911.6m,,,,
0.715,932.3m,,,,
0.716,921.9m,,,,
0.717,915m,,,,
0.718,925.4m,,,,
0.719,928.8m,,,,
0.72,925.4m,,,,
0.721,925.4m,,,,
0.722,918.5m,,,,
0.723,921.9m,,,,
0.724,921.9m,,,,
0.725,918.5m,,,,
0.726,918.5m,,,,
0.727,925.4m,,,,
0.728,925.4m,,,,
0.729,925.4m,,,,
0.73,908.1m,,,,
0.731,918.5m,,,,
0.732,904.7m,,,,
0.733,921.9m,,,,
0.734,918.5m,,,,
0.735,925.4m,,,,
0.736,925.4m,,,,
0.737,918.5m,,,,
0.738,925.4m,,,,
0.739,918.5m,,,,
0.74,925.4m,,,,
0.741,918.5m,,,,
0.742,925.4m,,,,
0.743,908.1m,,,,
0.744,918.5m,,,,
0.745,915m,,,,
0.746,918.5m,,,,
0.747,918.5m,,,,
0.748,918.5m,,,,
0.749,918.5m,,,,
0.75,925.4m,,,,
0.751,932.3m,,,,
0.752,932.3m,,,,
0.753,925.4m,,,,
0.754,925.4m,,,,
0.755,925.4m,,,,
0.756,925.4m,,,,
0.757,928.8m,,,,
0.758,915m,,,,
0.759,925.4m,,,,
0.76,921.9m,,,,
0.761,925.4m,,,,
0.762,921.9m,,,,
0.763,925.4m,,,,
0.764,918.5m,,,,
0.765,915m,,,,
0.766,921.9m,,,,
0.767,921.9m,,,,
0.768,928.8m,,,,
0.769,915m,,,,
0.77,921.9m,,,,
0.771,918.5m,,,,
0.772,925.4m,,,,
0.773,918.5m,,,,
0.774,925.4m,,,,
0.775,918.5m,,,,
0.776,921.9m,,,,
0.777,911.6m,,,,
0.778,918.5m,,,,
0.779,908.1m,,,,
0.78,921.9m,,,,
0.781,911.6m,,,,
0.782,918.5m,,,,
0.783,925.4m,,,,
0.784,915m,,,,
0.785,925.4m,,,,
0.786,921.9m,,,,
0.787,925.4m,,,,
0.788,921.9m,,,,
0.789,921.9m,,,,
0.79,918.5m,,,,
0.791,925.4m,,,,
0.792,921.9m,,,,
0.793,921.9m,,,,
0.794,915m,,,,
0.795,908.1m,,,,
0.796,928.8m,,,,
0.797,915m,,,,
0.798,918.5m,,,,
0.799,911.6m,,,,
0.8,911.6m,,,,
0.801,928.8m,,,,
0.802,921.9m,,,,
0.803,915m,,,,
0.804,918.5m,,,,
0.805,904.7m,,,,
0.806,921.9m,,,,
0.807,918.5m,,,,
0.808,918.5m,,,,
0.809,918.5m,,,,
0.81,928.8m,,,,
0.811,918.5m,,,,
0.812,915m,,,,
0.813,925.4m,,,,
0.814,925.4m,,,,
0.815,911.6m,,,,
0.816,925.4m,,,,
0.817,918.5m,,,,
0.818,915m,,,,
0.819,918.5m,,,,
0.82,918.5m,,,,
0.821,928.8m,,,,
0.822,925.4m,,,,
0.823,925.4m,,,,
0.824,918.5m,,,,
0.825,911.6m,,,,
0.826,918.5m,,,,
0.827,925.4m,,,,
0.828,921.9m,,,,
0.829,925.4m,,,,
0.83,921.9m,,,,
0.831,921.9m,,,,
0.832,925.4m,,,,
0.833,915m,,,,
0.834,925.4m,,,,
0.835,918.5m,,,,
0.836,918.5m,,,,
0.837,921.9m,,,,
0.838,925.4m,,,,
0.839,911.6m,,,,
0.84,911.6m,,,,
0.841,921.9m,,,,
0.842,918.5m,,,,
0.843,915m,,,,
0.844,908.1m,,,,
0.845,921.9m,,,,
0.846,921.9m,,,,
0.847,915m,,,,
0.848,915m,,,,
0.849,921.9m,,,,
0.85,915m,,,,
0.851,915m,,,,
0.852,925.4m,,,,
0.853,925.4m,,,,
0.854,928.8m,,,,
0.855,908.1m,,,,
0.856,908.1m,,,,
0.857,939.2m,,,,
0.858,911.6m,,,,
0.859,921.9m,,,,
0.86,921.9m,,,,
0.861,925.4m,,,,
0.862,918.5m,,,,
0.863,918.5m,,,,
0.864,925.4m,,,,
0.865,925.4m,,,,
0.866,925.4m,,,,
0.867,918.5m,,,,
0.868,915m,,,,
0.869,918.5m,,,,
0.87,925.4m,,,,
0.871,918.5m,,,,
0.872,915m,,,,
0.873,928.8m,,,,
0.874,915m,,,,
0.875,925.4m,,,,
0.876,911.6m,,,,
0.877,915m,,,,
0.878,911.6m,,,,
0.879,918.5m,,,,
0.88,915m,,,,
0.881,928.8m,,,,
0.882,925.4m,,,,
0.883,915m,,,,
0.884,925.4m,,,,
0.885,925.4m,,,,
0.886,925.4m,,,,
0.887,915m,,,,
0.888,911.6m,,,,
0.889,925.4m,,,,
0.89,921.9m,,,,
0.891,932.3m,,,,
0.892,911.6m,,,,
0.893,925.4m,,,,
0.894,925.4m,,,,
0.895,921.9m,,,,
0.896,921.9m,,,,
0.897,928.8m,,,,
0.898,921.9m,,,,
0.899,911.6m,,,,
0.9,915m,,,,
0.901,918.5m,,,,
0.902,921.9m,,,,
0.903,921.9m,,,,
0.904,918.5m,,,,
0.905,921.9m,,,,
0.906,921.9m,,,,
0.907,925.4m,,,,
0.908,915m,,,,
0.909,911.6m,,,,
0.91,925.4m,,,,
0.911,925.4m,,,,
0.912,921.9m,,,,
0.913,918.5m,,,,
0.914,925.4m,,,,
0.915,918.5m,,,,
0.916,921.9m,,,,
0.917,932.3m,,,,
0.918,918.5m,,,,
0.919,925.4m,,,,
0.92,918.5m,,,,
0.921,925.4m,,,,
0.922,925.4m,,,,
0.923,911.6m,,,,
0.924,928.8m,,,,
0.925,925.4m,,,,
0.926,918.5m,,,,
0.927,921.9m,,,,
0.928,921.9m,,,,
0.929,921.9m,,,,
0.93,908.1m,,,,
0.931,925.4m,,,,
0.932,911.6m,,,,
0.933,918.5m,,,,
0.934,925.4m,,,,
0.935,915m,,,,
0.936,918.5m,,,,
0.937,918.5m,,,,
0.938,928.8m,,,,
0.939,921.9m,,,,
0.94,921.9m,,,,
0.941,928.8m,,,,
0.942,928.8m,,,,
0.943,925.4m,,,,
0.944,915m,,,,
0.945,915m,,,,
0.946,921.9m,,,,
0.947,918.5m,,,,
0.948,942.6m,,,,
0.949,921.9m,,,,
0.95,925.4m,,,,
0.951,908.1m,,,,
0.952,911.6m,,,,
0.953,918.5m,,,,
0.954,915m,,,,
0.955,918.5m,,,,
0.956,915m,,,,
0.957,921.9m,,,,
0.958,918.5m,,,,
0.959,928.8m,,,,
0.96,911.6m,,,,
0.961,928.8m,,,,
0.962,918.5m,,,,
0.963,915m,,,,
0.964,925.4m,,,,
0.965,921.9m,,,,
0.966,921.9m,,,,
0.967,915m,,,,
0.968,921.9m,,,,
0.969,921.9m,,,,
0.97,918.5m,,,,
0.971,918.5m,,,,
0.972,915m,,,,
0.973,925.4m,,,,
0.974,911.6m,,,,
0.975,911.6m,,,,
0.976,915m,,,,
0.977,928.8m,,,,
0.978,918.5m,,,,
0.979,918.5m,,,,
0.98,921.9m,,,,
0.981,918.5m,,,,
0.982,918.5m,,,,
0.983,915m,,,,
0.984,918.5m,,,,
0.985,915m,,,,
0.986,928.8m,,,,
0.987,915m,,,,
0.988,921.9m,,,,
0.989,935.7m,,,,
0.99,918.5m,,,,
0.991,921.9m,,,,
0.992,925.4m,,,,
0.993,928.8m,,,,
0.994,928.8m,,,,
0.995,918.5m,,,,
0.996,921.9m,,,,
0.997,921.9m,,,,
0.998,918.5m,,,,
0.999,928.8m,,,,
