Time - Voltage - Voltage,Amplitude - Voltage - Voltage,,,2490,N
0.447,1.098,,,,
0.448,1.098,,,,
0.449,1.112,,,,
0.45,1.105,,,,
0.451,1.101,,,,
0.452,1.105,,,,
0.453,1.101,,,,
0.454,1.101,,,,
0.455,1.108,,,,
0.456,1.105,,,,
0.457,1.108,,,,
0.458,1.112,,,,
0.459,1.112,,,,
0.46,1.108,,,,
0.461,1.108,,,,
0.462,1.094,,,,
0.463,1.091,,,,
0.464,1.108,,,,
0.465,1.105,,,,
0.466,1.112,,,,
0.467,1.112,,,,
0.468,1.101,,,,
0.469,1.101,,,,
0.47,1.105,,,,
0.471,1.108,,,,
0.472,1.108,,,,
0.473,1.105,,,,
0.474,1.098,,,,
0.475,1.115,,,,
0.476,1.105,,,,
0.477,1.105,,,,
0.478,1.098,,,,
0.479,1.105,,,,
0.48,1.101,,,,
0.481,1.094,,,,
0.482,1.115,,,,
0.483,1.112,,,,
0.484,1.101,,,,
0.485,1.098,,,,
0.486,1.108,,,,
0.487,1.115,,,,
0.488,1.105,,,,
0.489,1.112,,,,
0.49,1.101,,,,
0.491,1.108,,,,
0.492,1.105,,,,
0.493,1.112,,,,
0.494,1.094,,,,
0.495,1.112,,,,
0.496,1.105,,,,
0.497,1.108,,,,
0.498,1.101,,,,
0.499,1.105,,,,
0.5,1.108,,,,
0.501,1.115,,,,
0.502,1.108,,,,
0.503,1.105,,,,
0.504,1.108,,,,
0.505,1.105,,,,
0.506,1.101,,,,
0.507,1.101,,,,
0.508,1.108,,,,
0.509,1.101,,,,
0.51,1.108,,,,
0.511,1.108,,,,
0.512,1.108,,,,
0.513,1.105,,,,
0.514,1.101,,,,
0.515,1.105,,,,
0.516,1.105,,,,
0.517,1.101,,,,
0.518,1.105,,,,
0.519,1.112,,,,
0.52,1.108,,,,
0.521,1.101,,,,
0.522,1.108,,,,
0.523,1.112,,,,
0.524,1.112,,,,
0.525,1.105,,,,
0.526,1.105,,,,
0.527,1.094,,,,
0.528,1.108,,,,
0.529,1.108,,,,
0.53,1.101,,,,
0.531,1.098,,,,
0.532,1.094,,,,
0.533,1.115,,,,
0.534,1.115,,,,
0.535,1.115,,,,
0.536,1.094,,,,
0.537,1.122,,,,
0.538,1.108,,,,
0.539,1.101,,,,
0.54,1.101,,,,
0.541,1.119,,,,
0.542,1.101,,,,
0.543,1.108,,,,
0.544,1.105,,,,
0.545,1.101,,,,
0.546,1.101,,,,
0.547,1.108,,,,
0.548,1.108,,,,
0.549,1.105,,,,
0.55,1.101,,,,
0.551,1.115,,,,
0.552,1.101,,,,
0.553,1.105,,,,
0.554,1.112,,,,
0.555,1.105,,,,
0.556,1.101,,,,
0.557,1.105,,,,
0.558,1.112,,,,
0.559,1.108,,,,
0.56,1.098,,,,
0.561,1.108,,,,
0.562,1.105,,,,
0.563,1.094,,,,
0.564,1.105,,,,
0.565,1.119,,,,
0.566,1.101,,,,
0.567,1.108,,,,
0.568,1.101,,,,
0.569,1.115,,,,
0.57,1.108,,,,
0.571,1.105,,,,
0.572,1.105,,,,
0.573,1.108,,,,
0.574,1.112,,,,
0.575,1.101,,,,
0.576,1.098,,,,
0.577,1.098,,,,
0.578,1.105,,,,
0.579,1.108,,,,
0.58,1.101,,,,
0.581,1.112,,,,
0.582,1.108,,,,
0.583,1.098,,,,
0.584,1.112,,,,
0.585,1.108,,,,
0.586,1.105,,,,
0.587,1.101,,,,
0.588,1.112,,,,
0.589,1.112,,,,
0.59,1.094,,,,
0.591,1.105,,,,
0.592,1.098,,,,
0.593,1.101,,,,
0.594,1.101,,,,
0.595,1.105,,,,
0.596,1.105,,,,
0.597,1.101,,,,
0.598,1.108,,,,
0.599,1.115,,,,
0.6,1.101,,,,
0.601,1.105,,,,
0.602,1.105,,,,
0.603,1.108,,,,
0.604,1.112,,,,
0.605,1.105,,,,
0.606,1.108,,,,
0.607,1.108,,,,
0.608,1.101,,,,
0.609,1.101,,,,
0.61,1.115,,,,
0.611,1.108,,,,
0.612,1.101,,,,
0.613,1.101,,,,
0.614,1.101,,,,
0.615,1.098,,,,
0.616,1.112,,,,
0.617,1.101,,,,
0.618,1.105,,,,
0.619,1.101,,,,
0.62,1.101,,,,
0.621,1.098,,,,
0.622,1.115,,,,
0.623,1.108,,,,
0.624,1.108,,,,
0.625,1.105,,,,
0.626,1.105,,,,
0.627,1.101,,,,
0.628,1.105,,,,
0.629,1.115,,,,
0.63,1.101,,,,
0.631,1.108,,,,
0.632,1.101,,,,
0.633,1.105,,,,
0.634,1.108,,,,
0.635,1.112,,,,
0.636,1.101,,,,
0.637,1.105,,,,
0.638,1.112,,,,
0.639,1.105,,,,
0.64,1.105,,,,
0.641,1.108,,,,
0.642,1.105,,,,
0.643,1.105,,,,
0.644,1.108,,,,
0.645,1.108,,,,
0.646,1.105,,,,
0.647,1.105,,,,
0.648,1.101,,,,
0.649,1.105,,,,
0.65,1.098,,,,
0.651,1.112,,,,
0.652,1.108,,,,
0.653,1.112,,,,
0.654,1.112,,,,
0.655,1.108,,,,
0.656,1.101,,,,
0.657,1.098,,,,
0.658,1.101,,,,
0.659,1.105,,,,
0.66,1.108,,,,
0.661,1.098,,,,
0.662,1.105,,,,
0.663,1.105,,,,
0.664,1.101,,,,
0.665,1.101,,,,
0.666,1.108,,,,
0.667,1.101,,,,
0.668,1.101,,,,
0.669,1.098,,,,
0.67,1.105,,,,
0.671,1.108,,,,
0.672,1.108,,,,
0.673,1.091,,,,
0.674,1.101,,,,
0.675,1.115,,,,
0.676,1.112,,,,
0.677,1.112,,,,
0.678,1.105,,,,
0.679,1.105,,,,
0.68,1.108,,,,
0.681,1.105,,,,
0.682,1.112,,,,
0.683,1.105,,,,
0.684,1.101,,,,
0.685,1.098,,,,
0.686,1.105,,,,
0.687,1.101,,,,
0.688,1.108,,,,
0.689,1.108,,,,
0.69,1.115,,,,
0.691,1.105,,,,
0.692,1.105,,,,
0.693,1.112,,,,
0.694,1.108,,,,
0.695,1.101,,,,
0.696,1.108,,,,
0.697,1.108,,,,
0.698,1.094,,,,
0.699,1.112,,,,
0.7,1.112,,,,
0.701,1.112,,,,
0.702,1.101,,,,
0.703,1.112,,,,
0.704,1.119,,,,
0.705,1.094,,,,
0.706,1.108,,,,
0.707,1.105,,,,
0.708,1.112,,,,
0.709,1.108,,,,
0.71,1.108,,,,
0.711,1.122,,,,
0.712,1.108,,,,
0.713,1.115,,,,
0.714,1.108,,,,
0.715,1.101,,,,
0.716,1.101,,,,
0.717,1.115,,,,
0.718,1.101,,,,
0.719,1.094,,,,
0.72,1.112,,,,
0.721,1.108,,,,
0.722,1.105,,,,
0.723,1.115,,,,
0.724,1.108,,,,
0.725,1.101,,,,
0.726,1.108,,,,
0.727,1.101,,,,
0.728,1.108,,,,
0.729,1.105,,,,
0.73,1.108,,,,
0.731,1.105,,,,
0.732,1.112,,,,
0.733,1.108,,,,
0.734,1.108,,,,
0.735,1.101,,,,
0.736,1.119,,,,
0.737,1.105,,,,
0.738,1.105,,,,
0.739,1.105,,,,
0.74,1.112,,,,
0.741,1.115,,,,
0.742,1.108,,,,
0.743,1.115,,,,
0.744,1.101,,,,
0.745,1.115,,,,
0.746,1.101,,,,
0.747,1.101,,,,
0.748,1.112,,,,
0.749,1.105,,,,
0.75,1.105,,,,
0.751,1.098,,,,
0.752,1.105,,,,
0.753,1.112,,,,
0.754,1.098,,,,
0.755,1.101,,,,
0.756,1.101,,,,
0.757,1.098,,,,
0.758,1.101,,,,
0.759,1.108,,,,
0.76,1.112,,,,
0.761,1.094,,,,
0.762,1.108,,,,
0.763,1.105,,,,
0.764,1.108,,,,
0.765,1.098,,,,
0.766,1.101,,,,
0.767,1.105,,,,
0.768,1.101,,,,
0.769,1.112,,,,
0.77,1.105,,,,
0.771,1.105,,,,
0.772,1.115,,,,
0.773,1.098,,,,
0.774,1.101,,,,
0.775,1.108,,,,
0.776,1.108,,,,
0.777,1.115,,,,
0.778,1.108,,,,
0.779,1.105,,,,
0.78,1.112,,,,
0.781,1.105,,,,
0.782,1.108,,,,
0.783,1.108,,,,
0.784,1.101,,,,
0.785,1.112,,,,
0.786,1.105,,,,
0.787,1.108,,,,
0.788,1.101,,,,
0.789,1.101,,,,
0.79,1.105,,,,
0.791,1.108,,,,
0.792,1.101,,,,
0.793,1.112,,,,
0.794,1.101,,,,
0.795,1.112,,,,
0.796,1.108,,,,
0.797,1.108,,,,
0.798,1.101,,,,
0.799,1.094,,,,
0.8,1.108,,,,
0.801,1.108,,,,
0.802,1.101,,,,
0.803,1.105,,,,
0.804,1.098,,,,
0.805,1.115,,,,
0.806,1.101,,,,
0.807,1.094,,,,
0.808,1.105,,,,
0.809,1.112,,,,
0.81,1.105,,,,
0.811,1.101,,,,
0.812,1.094,,,,
0.813,1.108,,,,
0.814,1.108,,,,
0.815,1.101,,,,
0.816,1.105,,,,
0.817,1.108,,,,
0.818,1.105,,,,
0.819,1.108,,,,
0.82,1.112,,,,
0.821,1.112,,,,
0.822,1.108,,,,
0.823,1.112,,,,
0.824,1.098,,,,
0.825,1.108,,,,
0.826,1.101,,,,
0.827,1.101,,,,
0.828,1.105,,,,
0.829,1.101,,,,
0.83,1.101,,,,
0.831,1.101,,,,
0.832,1.119,,,,
0.833,1.105,,,,
0.834,1.094,,,,
0.835,1.115,,,,
0.836,1.112,,,,
0.837,1.112,,,,
0.838,1.105,,,,
0.839,1.105,,,,
0.84,1.105,,,,
0.841,1.108,,,,
0.842,1.105,,,,
0.843,1.115,,,,
0.844,1.105,,,,
0.845,1.108,,,,
0.846,1.112,,,,
0.847,1.105,,,,
0.848,1.112,,,,
0.849,1.108,,,,
0.85,1.112,,,,
0.851,1.101,,,,
0.852,1.108,,,,
0.853,1.098,,,,
0.854,1.098,,,,
0.855,1.105,,,,
0.856,1.115,,,,
0.857,1.105,,,,
0.858,1.098,,,,
0.859,1.112,,,,
0.86,1.105,,,,
0.861,1.108,,,,
0.862,1.112,,,,
0.863,1.112,,,,
0.864,1.108,,,,
0.865,1.098,,,,
0.866,1.105,,,,
0.867,1.101,,,,
0.868,1.098,,,,
0.869,1.105,,,,
0.87,1.112,,,,
0.871,1.108,,,,
0.872,1.112,,,,
0.873,1.112,,,,
0.874,1.105,,,,
0.875,1.108,,,,
0.876,1.105,,,,
0.877,1.105,,,,
0.878,1.112,,,,
0.879,1.105,,,,
0.88,1.105,,,,
0.881,1.105,,,,
0.882,1.119,,,,
0.883,1.115,,,,
0.884,1.101,,,,
0.885,1.108,,,,
0.886,1.108,,,,
0.887,1.101,,,,
0.888,1.101,,,,
0.889,1.112,,,,
0.89,1.108,,,,
0.891,1.105,,,,
0.892,1.105,,,,
0.893,1.108,,,,
0.894,1.108,,,,
0.895,1.098,,,,
0.896,1.108,,,,
0.897,1.115,,,,
0.898,1.094,,,,
0.899,1.098,,,,
0.9,1.112,,,,
0.901,1.105,,,,
0.902,1.105,,,,
0.903,1.098,,,,
0.904,1.105,,,,
0.905,1.112,,,,
0.906,1.098,,,,
0.907,1.112,,,,
0.908,1.112,,,,
0.909,1.112,,,,
0.91,1.108,,,,
0.911,1.108,,,,
0.912,1.108,,,,
0.913,1.119,,,,
0.914,1.101,,,,
0.915,1.101,,,,
0.916,1.105,,,,
0.917,1.105,,,,
0.918,1.101,,,,
0.919,1.105,,,,
0.92,1.108,,,,
0.921,1.108,,,,
0.922,1.112,,,,
0.923,1.098,,,,
0.924,1.108,,,,
0.925,1.112,,,,
0.926,1.112,,,,
0.927,1.105,,,,
0.928,1.101,,,,
0.929,1.108,,,,
0.93,1.094,,,,
0.931,1.108,,,,
0.932,1.105,,,,
0.933,1.115,,,,
0.934,1.105,,,,
0.935,1.105,,,,
0.936,1.098,,,,
0.937,1.108,,,,
0.938,1.112,,,,
0.939,1.108,,,,
0.94,1.112,,,,
0.941,1.101,,,,
0.942,1.108,,,,
0.943,1.108,,,,
0.944,1.112,,,,
0.945,1.101,,,,
0.946,1.101,,,,
0.947,1.105,,,,
0.948,1.108,,,,
0.949,1.105,,,,
0.95,1.115,,,,
0.951,1.101,,,,
0.952,1.105,,,,
0.953,1.098,,,,
0.954,1.108,,,,
0.955,1.112,,,,
0.956,1.108,,,,
0.957,1.108,,,,
0.958,1.105,,,,
0.959,1.105,,,,
0.96,1.105,,,,
0.961,1.112,,,,
0.962,1.101,,,,
0.963,1.105,,,,
0.964,1.101,,,,
0.965,1.108,,,,
0.966,1.108,,,,
0.967,1.119,,,,
0.968,1.098,,,,
0.969,1.115,,,,
0.97,1.112,,,,
0.971,1.108,,,,
0.972,1.105,,,,
0.973,1.108,,,,
0.974,1.101,,,,
0.975,1.108,,,,
0.976,1.105,,,,
0.977,1.105,,,,
0.978,1.101,,,,
0.979,1.108,,,,
0.98,1.112,,,,
0.981,1.105,,,,
0.982,1.105,,,,
0.983,1.105,,,,
0.984,1.108,,,,
0.985,1.101,,,,
0.986,1.101,,,,
0.987,1.101,,,,
0.988,1.105,,,,
0.989,1.105,,,,
0.99,1.105,,,,
0.991,1.115,,,,
0.992,1.112,,,,
0.993,1.105,,,,
0.994,1.112,,,,
0.995,1.101,,,,
0.996,1.115,,,,
0.997,1.101,,,,
0.998,1.115,,,,
0.999,1.101,,,,
