Time - Voltage - Voltage,Amplitude - Voltage - Voltage,,,178,N
0.136,-3.093m,,,,
0.137,-3.093m,,,,
0.138,3.81m,,,,
0.139,10.71m,,,,
0.14,-9.996m,,,,
0.141,-9.996m,,,,
0.142,358.6u,,,,
0.143,358.6u,,,,
0.144,-3.093m,,,,
0.145,3.81m,,,,
0.146,-3.093m,,,,
0.147,7.262m,,,,
0.148,14.16m,,,,
0.149,14.16m,,,,
0.15,-3.093m,,,,
0.151,358.6u,,,,
0.152,-6.544m,,,,
0.153,-6.544m,,,,
0.154,3.81m,,,,
0.155,-3.093m,,,,
0.156,10.71m,,,,
0.157,7.262m,,,,
0.158,10.71m,,,,
0.159,358.6u,,,,
0.16,-6.544m,,,,
0.161,7.262m,,,,
0.162,358.6u,,,,
0.163,358.6u,,,,
0.164,3.81m,,,,
0.165,3.81m,,,,
0.166,-3.093m,,,,
0.167,358.6u,,,,
0.168,7.262m,,,,
0.169,358.6u,,,,
0.17,7.262m,,,,
0.171,358.6u,,,,
0.172,-6.544m,,,,
0.173,7.262m,,,,
0.174,358.6u,,,,
0.175,358.6u,,,,
0.176,3.81m,,,,
0.177,-6.544m,,,,
0.178,358.6u,,,,
0.179,-3.093m,,,,
0.18,-6.544m,,,,
0.181,10.71m,,,,
0.182,358.6u,,,,
0.183,-3.093m,,,,
0.184,3.81m,,,,
0.185,3.81m,,,,
0.186,358.6u,,,,
0.187,358.6u,,,,
0.188,358.6u,,,,
0.189,7.262m,,,,
0.19,-6.544m,,,,
0.191,358.6u,,,,
0.192,358.6u,,,,
0.193,-9.996m,,,,
0.194,7.262m,,,,
0.195,-9.996m,,,,
0.196,-6.544m,,,,
0.197,358.6u,,,,
0.198,358.6u,,,,
0.199,-3.093m,,,,
0.2,7.262m,,,,
0.201,7.262m,,,,
0.202,-3.093m,,,,
0.203,358.6u,,,,
0.204,7.262m,,,,
0.205,358.6u,,,,
0.206,358.6u,,,,
0.207,-3.093m,,,,
0.208,7.262m,,,,
0.209,3.81m,,,,
0.21,-3.093m,,,,
0.211,-3.093m,,,,
0.212,358.6u,,,,
0.213,-3.093m,,,,
0.214,358.6u,,,,
0.215,358.6u,,,,
0.216,3.81m,,,,
0.217,358.6u,,,,
0.218,-9.996m,,,,
0.219,7.262m,,,,
0.22,-3.093m,,,,
0.221,3.81m,,,,
0.222,3.81m,,,,
0.223,358.6u,,,,
0.224,-6.544m,,,,
0.225,7.262m,,,,
0.226,358.6u,,,,
0.227,7.262m,,,,
0.228,7.262m,,,,
0.229,-6.544m,,,,
0.23,10.71m,,,,
0.231,358.6u,,,,
0.232,10.71m,,,,
0.233,3.81m,,,,
0.234,10.71m,,,,
0.235,14.16m,,,,
0.236,14.16m,,,,
0.237,-3.093m,,,,
0.238,7.262m,,,,
0.239,3.81m,,,,
0.24,358.6u,,,,
0.241,358.6u,,,,
0.242,-3.093m,,,,
0.243,358.6u,,,,
0.244,-3.093m,,,,
0.245,3.81m,,,,
0.246,-9.996m,,,,
0.247,7.262m,,,,
0.248,10.71m,,,,
0.249,358.6u,,,,
0.25,7.262m,,,,
0.251,10.71m,,,,
0.252,3.81m,,,,
0.253,358.6u,,,,
0.254,358.6u,,,,
0.255,-3.093m,,,,
0.256,-3.093m,,,,
0.257,-6.544m,,,,
0.258,-3.093m,,,,
0.259,358.6u,,,,
0.26,-3.093m,,,,
0.261,3.81m,,,,
0.262,358.6u,,,,
0.263,-3.093m,,,,
0.264,-3.093m,,,,
0.265,7.262m,,,,
0.266,10.71m,,,,
0.267,3.81m,,,,
0.268,3.81m,,,,
0.269,-9.996m,,,,
0.27,358.6u,,,,
0.271,7.262m,,,,
0.272,10.71m,,,,
0.273,-3.093m,,,,
0.274,7.262m,,,,
0.275,7.262m,,,,
0.276,-6.544m,,,,
0.277,-3.093m,,,,
0.278,3.81m,,,,
0.279,3.81m,,,,
0.28,3.81m,,,,
0.281,3.81m,,,,
0.282,3.81m,,,,
0.283,10.71m,,,,
0.284,7.262m,,,,
0.285,-3.093m,,,,
0.286,358.6u,,,,
0.287,3.81m,,,,
0.288,10.71m,,,,
0.289,358.6u,,,,
0.29,7.262m,,,,
0.291,-3.093m,,,,
0.292,3.81m,,,,
0.293,3.81m,,,,
0.294,3.81m,,,,
0.295,358.6u,,,,
0.296,7.262m,,,,
0.297,3.81m,,,,
0.298,-3.093m,,,,
0.299,3.81m,,,,
0.3,358.6u,,,,
0.301,3.81m,,,,
0.302,-6.544m,,,,
0.303,7.262m,,,,
0.304,-6.544m,,,,
0.305,3.81m,,,,
0.306,-9.996m,,,,
0.307,3.81m,,,,
0.308,3.81m,,,,
0.309,358.6u,,,,
0.31,3.81m,,,,
0.311,358.6u,,,,
0.312,358.6u,,,,
0.313,-3.093m,,,,
0.314,3.81m,,,,
0.315,-6.544m,,,,
0.316,-9.996m,,,,
0.317,7.262m,,,,
0.318,-3.093m,,,,
0.319,7.262m,,,,
0.32,358.6u,,,,
0.321,7.262m,,,,
0.322,3.81m,,,,
0.323,3.81m,,,,
0.324,-3.093m,,,,
0.325,-3.093m,,,,
0.326,358.6u,,,,
0.327,3.81m,,,,
0.328,358.6u,,,,
0.329,358.6u,,,,
0.33,358.6u,,,,
0.331,358.6u,,,,
0.332,358.6u,,,,
0.333,3.81m,,,,
0.334,358.6u,,,,
0.335,358.6u,,,,
0.336,7.262m,,,,
0.337,3.81m,,,,
0.338,-3.093m,,,,
0.339,-9.996m,,,,
0.34,358.6u,,,,
0.341,358.6u,,,,
0.342,-6.544m,,,,
0.343,358.6u,,,,
0.344,-3.093m,,,,
0.345,358.6u,,,,
0.346,-9.996m,,,,
0.347,-13.45m,,,,
0.348,358.6u,,,,
0.349,3.81m,,,,
0.35,7.262m,,,,
0.351,3.81m,,,,
0.352,3.81m,,,,
0.353,-3.093m,,,,
0.354,10.71m,,,,
0.355,3.81m,,,,
0.356,10.71m,,,,
0.357,3.81m,,,,
0.358,-3.093m,,,,
0.359,-3.093m,,,,
0.36,-6.544m,,,,
0.361,-3.093m,,,,
0.362,-3.093m,,,,
0.363,3.81m,,,,
0.364,3.81m,,,,
0.365,358.6u,,,,
0.366,7.262m,,,,
0.367,-3.093m,,,,
0.368,10.71m,,,,
0.369,-3.093m,,,,
0.37,358.6u,,,,
0.371,-3.093m,,,,
0.372,-3.093m,,,,
0.373,358.6u,,,,
0.374,-3.093m,,,,
0.375,3.81m,,,,
0.376,358.6u,,,,
0.377,3.81m,,,,
0.378,-3.093m,,,,
0.379,-3.093m,,,,
0.38,358.6u,,,,
0.381,3.81m,,,,
0.382,3.81m,,,,
0.383,358.6u,,,,
0.384,358.6u,,,,
0.385,3.81m,,,,
0.386,358.6u,,,,
0.387,-9.996m,,,,
0.388,358.6u,,,,
0.389,-9.996m,,,,
0.39,-13.45m,,,,
0.391,-3.093m,,,,
0.392,10.71m,,,,
0.393,3.81m,,,,
0.394,3.81m,,,,
0.395,3.81m,,,,
0.396,-3.093m,,,,
0.397,358.6u,,,,
0.398,-3.093m,,,,
0.399,3.81m,,,,
0.4,-9.996m,,,,
0.401,358.6u,,,,
0.402,-6.544m,,,,
0.403,3.81m,,,,
0.404,3.81m,,,,
0.405,3.81m,,,,
0.406,-3.093m,,,,
0.407,358.6u,,,,
0.408,358.6u,,,,
0.409,-3.093m,,,,
0.41,3.81m,,,,
0.411,358.6u,,,,
0.412,3.81m,,,,
0.413,358.6u,,,,
0.414,358.6u,,,,
0.415,10.71m,,,,
0.416,358.6u,,,,
0.417,3.81m,,,,
0.418,3.81m,,,,
0.419,-3.093m,,,,
0.42,-3.093m,,,,
0.421,-3.093m,,,,
0.422,-3.093m,,,,
0.423,3.81m,,,,
0.424,-6.544m,,,,
0.425,-9.996m,,,,
0.426,10.71m,,,,
0.427,-3.093m,,,,
0.428,-6.544m,,,,
0.429,7.262m,,,,
0.43,3.81m,,,,
0.431,-3.093m,,,,
0.432,-3.093m,,,,
0.433,3.81m,,,,
0.434,358.6u,,,,
0.435,358.6u,,,,
0.436,358.6u,,,,
0.437,3.81m,,,,
0.438,358.6u,,,,
0.439,7.262m,,,,
0.44,7.262m,,,,
0.441,-9.996m,,,,
0.442,3.81m,,,,
0.443,358.6u,,,,
0.444,3.81m,,,,
0.445,7.262m,,,,
0.446,10.71m,,,,
0.447,-3.093m,,,,
0.448,358.6u,,,,
0.449,14.16m,,,,
0.45,-3.093m,,,,
0.451,3.81m,,,,
0.452,3.81m,,,,
0.453,3.81m,,,,
0.454,3.81m,,,,
0.455,358.6u,,,,
0.456,3.81m,,,,
0.457,-3.093m,,,,
0.458,3.81m,,,,
0.459,358.6u,,,,
0.46,-3.093m,,,,
0.461,7.262m,,,,
0.462,3.81m,,,,
0.463,-6.544m,,,,
0.464,3.81m,,,,
0.465,358.6u,,,,
0.466,-6.544m,,,,
0.467,-9.996m,,,,
0.468,358.6u,,,,
0.469,-9.996m,,,,
0.47,7.262m,,,,
0.471,7.262m,,,,
0.472,7.262m,,,,
0.473,358.6u,,,,
0.474,3.81m,,,,
0.475,7.262m,,,,
0.476,-3.093m,,,,
0.477,-3.093m,,,,
0.478,-3.093m,,,,
0.479,3.81m,,,,
0.48,-9.996m,,,,
0.481,358.6u,,,,
0.482,-3.093m,,,,
0.483,358.6u,,,,
0.484,3.81m,,,,
0.485,7.262m,,,,
0.486,358.6u,,,,
0.487,7.262m,,,,
0.488,7.262m,,,,
0.489,358.6u,,,,
0.49,3.81m,,,,
0.491,358.6u,,,,
0.492,3.81m,,,,
0.493,-3.093m,,,,
0.494,-9.996m,,,,
0.495,358.6u,,,,
0.496,3.81m,,,,
0.497,3.81m,,,,
0.498,-3.093m,,,,
0.499,7.262m,,,,
0.5,10.71m,,,,
0.501,358.6u,,,,
0.502,7.262m,,,,
0.503,-3.093m,,,,
0.504,-3.093m,,,,
0.505,7.262m,,,,
0.506,-6.544m,,,,
0.507,-3.093m,,,,
0.508,358.6u,,,,
0.509,-6.544m,,,,
0.51,358.6u,,,,
0.511,3.81m,,,,
0.512,-3.093m,,,,
0.513,-3.093m,,,,
0.514,358.6u,,,,
0.515,358.6u,,,,
0.516,3.81m,,,,
0.517,-9.996m,,,,
0.518,358.6u,,,,
0.519,7.262m,,,,
0.52,358.6u,,,,
0.521,10.71m,,,,
0.522,-13.45m,,,,
0.523,358.6u,,,,
0.524,10.71m,,,,
0.525,358.6u,,,,
0.526,358.6u,,,,
0.527,-6.544m,,,,
0.528,358.6u,,,,
0.529,7.262m,,,,
0.53,-9.996m,,,,
0.531,3.81m,,,,
0.532,358.6u,,,,
0.533,3.81m,,,,
0.534,-3.093m,,,,
0.535,7.262m,,,,
0.536,358.6u,,,,
0.537,7.262m,,,,
0.538,3.81m,,,,
0.539,3.81m,,,,
0.54,358.6u,,,,
0.541,7.262m,,,,
0.542,358.6u,,,,
0.543,358.6u,,,,
0.544,-3.093m,,,,
0.545,-13.45m,,,,
0.546,3.81m,,,,
0.547,3.81m,,,,
0.548,3.81m,,,,
0.549,3.81m,,,,
0.55,358.6u,,,,
0.551,3.81m,,,,
0.552,-6.544m,,,,
0.553,358.6u,,,,
0.554,-6.544m,,,,
0.555,-3.093m,,,,
0.556,3.81m,,,,
0.557,-6.544m,,,,
0.558,358.6u,,,,
0.559,14.16m,,,,
0.56,-3.093m,,,,
0.561,3.81m,,,,
0.562,3.81m,,,,
0.563,3.81m,,,,
0.564,358.6u,,,,
0.565,3.81m,,,,
0.566,7.262m,,,,
0.567,-3.093m,,,,
0.568,7.262m,,,,
0.569,-9.996m,,,,
0.57,7.262m,,,,
0.571,3.81m,,,,
0.572,7.262m,,,,
0.573,3.81m,,,,
0.574,3.81m,,,,
0.575,-3.093m,,,,
0.576,358.6u,,,,
0.577,7.262m,,,,
0.578,-6.544m,,,,
0.579,358.6u,,,,
0.58,-9.996m,,,,
0.581,7.262m,,,,
0.582,7.262m,,,,
0.583,10.71m,,,,
0.584,3.81m,,,,
0.585,14.16m,,,,
0.586,-9.996m,,,,
0.587,3.81m,,,,
0.588,-3.093m,,,,
0.589,10.71m,,,,
0.59,7.262m,,,,
0.591,358.6u,,,,
0.592,358.6u,,,,
0.593,358.6u,,,,
0.594,3.81m,,,,
0.595,358.6u,,,,
0.596,-6.544m,,,,
0.597,-6.544m,,,,
0.598,3.81m,,,,
0.599,-3.093m,,,,
0.6,3.81m,,,,
0.601,10.71m,,,,
0.602,3.81m,,,,
0.603,-3.093m,,,,
0.604,3.81m,,,,
0.605,3.81m,,,,
0.606,3.81m,,,,
0.607,-3.093m,,,,
0.608,-3.093m,,,,
0.609,358.6u,,,,
0.61,358.6u,,,,
0.611,3.81m,,,,
0.612,-3.093m,,,,
0.613,-3.093m,,,,
0.614,-3.093m,,,,
0.615,358.6u,,,,
0.616,7.262m,,,,
0.617,358.6u,,,,
0.618,3.81m,,,,
0.619,-3.093m,,,,
0.62,3.81m,,,,
0.621,3.81m,,,,
0.622,3.81m,,,,
0.623,358.6u,,,,
0.624,-3.093m,,,,
0.625,358.6u,,,,
0.626,-3.093m,,,,
0.627,3.81m,,,,
0.628,358.6u,,,,
0.629,358.6u,,,,
0.63,358.6u,,,,
0.631,10.71m,,,,
0.632,7.262m,,,,
0.633,358.6u,,,,
0.634,3.81m,,,,
0.635,7.262m,,,,
0.636,-3.093m,,,,
0.637,10.71m,,,,
0.638,358.6u,,,,
0.639,358.6u,,,,
0.64,3.81m,,,,
0.641,7.262m,,,,
0.642,-6.544m,,,,
0.643,7.262m,,,,
0.644,-3.093m,,,,
0.645,-3.093m,,,,
0.646,7.262m,,,,
0.647,358.6u,,,,
0.648,7.262m,,,,
0.649,358.6u,,,,
0.65,3.81m,,,,
0.651,7.262m,,,,
0.652,10.71m,,,,
0.653,3.81m,,,,
0.654,3.81m,,,,
0.655,3.81m,,,,
0.656,7.262m,,,,
0.657,3.81m,,,,
0.658,358.6u,,,,
0.659,-9.996m,,,,
0.66,358.6u,,,,
0.661,358.6u,,,,
0.662,-6.544m,,,,
0.663,358.6u,,,,
0.664,3.81m,,,,
0.665,358.6u,,,,
0.666,-3.093m,,,,
0.667,358.6u,,,,
0.668,10.71m,,,,
0.669,10.71m,,,,
0.67,3.81m,,,,
0.671,-6.544m,,,,
0.672,3.81m,,,,
0.673,358.6u,,,,
0.674,3.81m,,,,
0.675,3.81m,,,,
0.676,10.71m,,,,
0.677,358.6u,,,,
0.678,3.81m,,,,
0.679,3.81m,,,,
0.68,358.6u,,,,
0.681,3.81m,,,,
0.682,3.81m,,,,
0.683,3.81m,,,,
0.684,-3.093m,,,,
0.685,358.6u,,,,
0.686,7.262m,,,,
0.687,3.81m,,,,
0.688,358.6u,,,,
0.689,3.81m,,,,
0.69,7.262m,,,,
0.691,-6.544m,,,,
0.692,358.6u,,,,
0.693,3.81m,,,,
0.694,7.262m,,,,
0.695,-6.544m,,,,
0.696,7.262m,,,,
0.697,358.6u,,,,
0.698,-3.093m,,,,
0.699,3.81m,,,,
0.7,-13.45m,,,,
0.701,358.6u,,,,
0.702,-3.093m,,,,
0.703,358.6u,,,,
0.704,-6.544m,,,,
0.705,7.262m,,,,
0.706,358.6u,,,,
0.707,358.6u,,,,
0.708,358.6u,,,,
0.709,358.6u,,,,
0.71,-3.093m,,,,
0.711,7.262m,,,,
0.712,7.262m,,,,
0.713,358.6u,,,,
0.714,7.262m,,,,
0.715,10.71m,,,,
0.716,-6.544m,,,,
0.717,7.262m,,,,
0.718,7.262m,,,,
0.719,358.6u,,,,
0.72,358.6u,,,,
0.721,358.6u,,,,
0.722,7.262m,,,,
0.723,-3.093m,,,,
0.724,358.6u,,,,
0.725,-3.093m,,,,
0.726,-3.093m,,,,
0.727,-6.544m,,,,
0.728,-3.093m,,,,
0.729,10.71m,,,,
0.73,3.81m,,,,
0.731,-3.093m,,,,
0.732,-3.093m,,,,
0.733,358.6u,,,,
0.734,3.81m,,,,
0.735,7.262m,,,,
0.736,358.6u,,,,
0.737,358.6u,,,,
0.738,3.81m,,,,
0.739,-3.093m,,,,
0.74,358.6u,,,,
0.741,7.262m,,,,
0.742,3.81m,,,,
0.743,358.6u,,,,
0.744,358.6u,,,,
0.745,-9.996m,,,,
0.746,10.71m,,,,
0.747,7.262m,,,,
0.748,-3.093m,,,,
0.749,3.81m,,,,
0.75,-3.093m,,,,
0.751,7.262m,,,,
0.752,-3.093m,,,,
0.753,-6.544m,,,,
0.754,-3.093m,,,,
0.755,3.81m,,,,
0.756,-3.093m,,,,
0.757,10.71m,,,,
0.758,7.262m,,,,
0.759,-6.544m,,,,
0.76,3.81m,,,,
0.761,-3.093m,,,,
0.762,358.6u,,,,
0.763,-6.544m,,,,
0.764,-3.093m,,,,
0.765,-9.996m,,,,
0.766,-3.093m,,,,
0.767,358.6u,,,,
0.768,-3.093m,,,,
0.769,10.71m,,,,
0.77,-9.996m,,,,
0.771,3.81m,,,,
0.772,-6.544m,,,,
0.773,358.6u,,,,
0.774,358.6u,,,,
0.775,-6.544m,,,,
0.776,-9.996m,,,,
0.777,7.262m,,,,
0.778,7.262m,,,,
0.779,358.6u,,,,
0.78,-6.544m,,,,
0.781,3.81m,,,,
0.782,-6.544m,,,,
0.783,7.262m,,,,
0.784,-6.544m,,,,
0.785,10.71m,,,,
0.786,3.81m,,,,
0.787,3.81m,,,,
0.788,-6.544m,,,,
0.789,358.6u,,,,
0.79,-3.093m,,,,
0.791,-3.093m,,,,
0.792,7.262m,,,,
0.793,10.71m,,,,
0.794,3.81m,,,,
0.795,3.81m,,,,
0.796,358.6u,,,,
0.797,-3.093m,,,,
0.798,7.262m,,,,
0.799,7.262m,,,,
0.8,-3.093m,,,,
0.801,3.81m,,,,
0.802,3.81m,,,,
0.803,10.71m,,,,
0.804,-6.544m,,,,
0.805,17.62m,,,,
0.806,3.81m,,,,
0.807,7.262m,,,,
0.808,-3.093m,,,,
0.809,-3.093m,,,,
0.81,3.81m,,,,
0.811,14.16m,,,,
0.812,-6.544m,,,,
0.813,358.6u,,,,
0.814,-3.093m,,,,
0.815,-3.093m,,,,
0.816,-6.544m,,,,
0.817,3.81m,,,,
0.818,-3.093m,,,,
0.819,358.6u,,,,
0.82,10.71m,,,,
0.821,-9.996m,,,,
0.822,358.6u,,,,
0.823,358.6u,,,,
0.824,358.6u,,,,
0.825,-3.093m,,,,
0.826,358.6u,,,,
0.827,358.6u,,,,
0.828,-6.544m,,,,
0.829,358.6u,,,,
0.83,-6.544m,,,,
0.831,358.6u,,,,
0.832,358.6u,,,,
0.833,-6.544m,,,,
0.834,-3.093m,,,,
0.835,3.81m,,,,
0.836,-3.093m,,,,
0.837,3.81m,,,,
0.838,3.81m,,,,
0.839,3.81m,,,,
0.84,-6.544m,,,,
0.841,3.81m,,,,
0.842,-9.996m,,,,
0.843,358.6u,,,,
0.844,-3.093m,,,,
0.845,3.81m,,,,
0.846,-6.544m,,,,
0.847,-3.093m,,,,
0.848,358.6u,,,,
0.849,3.81m,,,,
0.85,358.6u,,,,
0.851,-3.093m,,,,
0.852,-3.093m,,,,
0.853,-3.093m,,,,
0.854,3.81m,,,,
0.855,3.81m,,,,
0.856,3.81m,,,,
0.857,10.71m,,,,
0.858,7.262m,,,,
0.859,3.81m,,,,
0.86,3.81m,,,,
0.861,358.6u,,,,
0.862,-3.093m,,,,
0.863,358.6u,,,,
0.864,3.81m,,,,
0.865,3.81m,,,,
0.866,-3.093m,,,,
0.867,-3.093m,,,,
0.868,3.81m,,,,
0.869,3.81m,,,,
0.87,358.6u,,,,
0.871,-3.093m,,,,
0.872,358.6u,,,,
0.873,7.262m,,,,
0.874,358.6u,,,,
0.875,-3.093m,,,,
0.876,7.262m,,,,
0.877,358.6u,,,,
0.878,3.81m,,,,
0.879,-3.093m,,,,
0.88,10.71m,,,,
0.881,7.262m,,,,
0.882,3.81m,,,,
0.883,-3.093m,,,,
0.884,-9.996m,,,,
0.885,-3.093m,,,,
0.886,-6.544m,,,,
0.887,358.6u,,,,
0.888,7.262m,,,,
0.889,17.62m,,,,
0.89,3.81m,,,,
0.891,358.6u,,,,
0.892,-6.544m,,,,
0.893,-3.093m,,,,
0.894,-6.544m,,,,
0.895,-6.544m,,,,
0.896,358.6u,,,,
0.897,3.81m,,,,
0.898,3.81m,,,,
0.899,358.6u,,,,
0.9,358.6u,,,,
0.901,-3.093m,,,,
0.902,358.6u,,,,
0.903,7.262m,,,,
0.904,7.262m,,,,
0.905,3.81m,,,,
0.906,-3.093m,,,,
0.907,-6.544m,,,,
0.908,10.71m,,,,
0.909,3.81m,,,,
0.91,7.262m,,,,
0.911,358.6u,,,,
0.912,3.81m,,,,
0.913,7.262m,,,,
0.914,-9.996m,,,,
0.915,10.71m,,,,
0.916,-3.093m,,,,
0.917,-6.544m,,,,
0.918,358.6u,,,,
0.919,-3.093m,,,,
0.92,358.6u,,,,
0.921,14.16m,,,,
0.922,-3.093m,,,,
0.923,-3.093m,,,,
0.924,-3.093m,,,,
0.925,7.262m,,,,
0.926,358.6u,,,,
0.927,358.6u,,,,
0.928,-3.093m,,,,
0.929,3.81m,,,,
0.93,-3.093m,,,,
0.931,-6.544m,,,,
0.932,358.6u,,,,
0.933,7.262m,,,,
0.934,3.81m,,,,
0.935,-3.093m,,,,
0.936,358.6u,,,,
0.937,358.6u,,,,
0.938,-6.544m,,,,
0.939,10.71m,,,,
0.94,7.262m,,,,
0.941,-6.544m,,,,
0.942,3.81m,,,,
0.943,-3.093m,,,,
0.944,-6.544m,,,,
0.945,17.62m,,,,
0.946,7.262m,,,,
0.947,7.262m,,,,
0.948,358.6u,,,,
0.949,10.71m,,,,
0.95,-3.093m,,,,
0.951,-3.093m,,,,
0.952,-3.093m,,,,
0.953,-6.544m,,,,
0.954,10.71m,,,,
0.955,10.71m,,,,
0.956,3.81m,,,,
0.957,7.262m,,,,
0.958,-3.093m,,,,
0.959,7.262m,,,,
0.96,3.81m,,,,
0.961,-6.544m,,,,
0.962,-6.544m,,,,
0.963,10.71m,,,,
0.964,358.6u,,,,
0.965,-3.093m,,,,
0.966,358.6u,,,,
0.967,-3.093m,,,,
0.968,-6.544m,,,,
0.969,3.81m,,,,
0.97,358.6u,,,,
0.971,-9.996m,,,,
0.972,-3.093m,,,,
0.973,-3.093m,,,,
0.974,-9.996m,,,,
0.975,-3.093m,,,,
0.976,-6.544m,,,,
0.977,7.262m,,,,
0.978,7.262m,,,,
0.979,7.262m,,,,
0.98,-6.544m,,,,
0.981,358.6u,,,,
0.982,3.81m,,,,
0.983,-6.544m,,,,
0.984,3.81m,,,,
0.985,10.71m,,,,
0.986,3.81m,,,,
0.987,3.81m,,,,
0.988,3.81m,,,,
0.989,3.81m,,,,
0.99,358.6u,,,,
0.991,3.81m,,,,
0.992,3.81m,,,,
0.993,3.81m,,,,
0.994,358.6u,,,,
0.995,3.81m,,,,
0.996,3.81m,,,,
0.997,3.81m,,,,
0.998,-3.093m,,,,
0.999,3.81m,,,,
