Time - Voltage - Voltage,Amplitude - Voltage - Voltage,,,2230,N
0.115,990.9m,,,,
0.116,980.6m,,,,
0.117,977.1m,,,,
0.118,987.5m,,,,
0.119,977.1m,,,,
0.12,987.5m,,,,
0.121,984m,,,,
0.122,977.1m,,,,
0.123,973.7m,,,,
0.124,966.8m,,,,
0.125,984m,,,,
0.126,977.1m,,,,
0.127,980.6m,,,,
0.128,984m,,,,
0.129,977.1m,,,,
0.13,984m,,,,
0.131,980.6m,,,,
0.132,980.6m,,,,
0.133,990.9m,,,,
0.134,987.5m,,,,
0.135,977.1m,,,,
0.136,987.5m,,,,
0.137,990.9m,,,,
0.138,987.5m,,,,
0.139,977.1m,,,,
0.14,984m,,,,
0.141,980.6m,,,,
0.142,977.1m,,,,
0.143,987.5m,,,,
0.144,990.9m,,,,
0.145,984m,,,,
0.146,977.1m,,,,
0.147,977.1m,,,,
0.148,977.1m,,,,
0.149,984m,,,,
0.15,990.9m,,,,
0.151,980.6m,,,,
0.152,980.6m,,,,
0.153,977.1m,,,,
0.154,990.9m,,,,
0.155,984m,,,,
0.156,980.6m,,,,
0.157,977.1m,,,,
0.158,987.5m,,,,
0.159,980.6m,,,,
0.16,973.7m,,,,
0.161,984m,,,,
0.162,984m,,,,
0.163,973.7m,,,,
0.164,980.6m,,,,
0.165,973.7m,,,,
0.166,977.1m,,,,
0.167,977.1m,,,,
0.168,987.5m,,,,
0.169,977.1m,,,,
0.17,984m,,,,
0.171,980.6m,,,,
0.172,980.6m,,,,
0.173,980.6m,,,,
0.174,980.6m,,,,
0.175,980.6m,,,,
0.176,984m,,,,
0.177,997.8m,,,,
0.178,984m,,,,
0.179,984m,,,,
0.18,966.8m,,,,
0.181,984m,,,,
0.182,977.1m,,,,
0.183,977.1m,,,,
0.184,980.6m,,,,
0.185,977.1m,,,,
0.186,959.9m,,,,
0.187,987.5m,,,,
0.188,977.1m,,,,
0.189,984m,,,,
0.19,977.1m,,,,
0.191,973.7m,,,,
0.192,980.6m,,,,
0.193,977.1m,,,,
0.194,980.6m,,,,
0.195,984m,,,,
0.196,987.5m,,,,
0.197,977.1m,,,,
0.198,970.2m,,,,
0.199,987.5m,,,,
0.2,984m,,,,
0.201,980.6m,,,,
0.202,984m,,,,
0.203,973.7m,,,,
0.204,973.7m,,,,
0.205,980.6m,,,,
0.206,980.6m,,,,
0.207,987.5m,,,,
0.208,984m,,,,
0.209,977.1m,,,,
0.21,977.1m,,,,
0.211,977.1m,,,,
0.212,984m,,,,
0.213,987.5m,,,,
0.214,984m,,,,
0.215,980.6m,,,,
0.216,987.5m,,,,
0.217,994.4m,,,,
0.218,970.2m,,,,
0.219,987.5m,,,,
0.22,984m,,,,
0.221,980.6m,,,,
0.222,980.6m,,,,
0.223,987.5m,,,,
0.224,984m,,,,
0.225,977.1m,,,,
0.226,984m,,,,
0.227,977.1m,,,,
0.228,990.9m,,,,
0.229,984m,,,,
0.23,977.1m,,,,
0.231,980.6m,,,,
0.232,984m,,,,
0.233,984m,,,,
0.234,987.5m,,,,
0.235,980.6m,,,,
0.236,977.1m,,,,
0.237,984m,,,,
0.238,984m,,,,
0.239,977.1m,,,,
0.24,984m,,,,
0.241,994.4m,,,,
0.242,987.5m,,,,
0.243,980.6m,,,,
0.244,980.6m,,,,
0.245,987.5m,,,,
0.246,977.1m,,,,
0.247,987.5m,,,,
0.248,980.6m,,,,
0.249,990.9m,,,,
0.25,973.7m,,,,
0.251,977.1m,,,,
0.252,970.2m,,,,
0.253,977.1m,,,,
0.254,984m,,,,
0.255,973.7m,,,,
0.256,977.1m,,,,
0.257,980.6m,,,,
0.258,980.6m,,,,
0.259,980.6m,,,,
0.26,977.1m,,,,
0.261,984m,,,,
0.262,977.1m,,,,
0.263,973.7m,,,,
0.264,980.6m,,,,
0.265,980.6m,,,,
0.266,990.9m,,,,
0.267,990.9m,,,,
0.268,980.6m,,,,
0.269,987.5m,,,,
0.27,984m,,,,
0.271,977.1m,,,,
0.272,987.5m,,,,
0.273,973.7m,,,,
0.274,984m,,,,
0.275,987.5m,,,,
0.276,987.5m,,,,
0.277,977.1m,,,,
0.278,984m,,,,
0.279,980.6m,,,,
0.28,990.9m,,,,
0.281,984m,,,,
0.282,987.5m,,,,
0.283,977.1m,,,,
0.284,994.4m,,,,
0.285,980.6m,,,,
0.286,990.9m,,,,
0.287,984m,,,,
0.288,977.1m,,,,
0.289,984m,,,,
0.29,980.6m,,,,
0.291,990.9m,,,,
0.292,994.4m,,,,
0.293,984m,,,,
0.294,980.6m,,,,
0.295,980.6m,,,,
0.296,977.1m,,,,
0.297,984m,,,,
0.298,980.6m,,,,
0.299,977.1m,,,,
0.3,977.1m,,,,
0.301,984m,,,,
0.302,977.1m,,,,
0.303,977.1m,,,,
0.304,980.6m,,,,
0.305,984m,,,,
0.306,977.1m,,,,
0.307,977.1m,,,,
0.308,980.6m,,,,
0.309,980.6m,,,,
0.31,990.9m,,,,
0.311,990.9m,,,,
0.312,980.6m,,,,
0.313,987.5m,,,,
0.314,977.1m,,,,
0.315,990.9m,,,,
0.316,973.7m,,,,
0.317,980.6m,,,,
0.318,973.7m,,,,
0.319,984m,,,,
0.32,980.6m,,,,
0.321,973.7m,,,,
0.322,984m,,,,
0.323,984m,,,,
0.324,984m,,,,
0.325,987.5m,,,,
0.326,984m,,,,
0.327,977.1m,,,,
0.328,984m,,,,
0.329,977.1m,,,,
0.33,980.6m,,,,
0.331,977.1m,,,,
0.332,970.2m,,,,
0.333,984m,,,,
0.334,987.5m,,,,
0.335,977.1m,,,,
0.336,980.6m,,,,
0.337,977.1m,,,,
0.338,990.9m,,,,
0.339,990.9m,,,,
0.34,980.6m,,,,
0.341,980.6m,,,,
0.342,980.6m,,,,
0.343,970.2m,,,,
0.344,994.4m,,,,
0.345,980.6m,,,,
0.346,984m,,,,
0.347,987.5m,,,,
0.348,973.7m,,,,
0.349,977.1m,,,,
0.35,980.6m,,,,
0.351,987.5m,,,,
0.352,977.1m,,,,
0.353,977.1m,,,,
0.354,987.5m,,,,
0.355,987.5m,,,,
0.356,987.5m,,,,
0.357,973.7m,,,,
0.358,980.6m,,,,
0.359,980.6m,,,,
0.36,980.6m,,,,
0.361,980.6m,,,,
0.362,977.1m,,,,
0.363,980.6m,,,,
0.364,973.7m,,,,
0.365,984m,,,,
0.366,977.1m,,,,
0.367,973.7m,,,,
0.368,973.7m,,,,
0.369,987.5m,,,,
0.37,984m,,,,
0.371,984m,,,,
0.372,977.1m,,,,
0.373,977.1m,,,,
0.374,984m,,,,
0.375,980.6m,,,,
0.376,987.5m,,,,
0.377,990.9m,,,,
0.378,980.6m,,,,
0.379,987.5m,,,,
0.38,984m,,,,
0.381,977.1m,,,,
0.382,987.5m,,,,
0.383,977.1m,,,,
0.384,984m,,,,
0.385,977.1m,,,,
0.386,987.5m,,,,
0.387,980.6m,,,,
0.388,977.1m,,,,
0.389,977.1m,,,,
0.39,987.5m,,,,
0.391,984m,,,,
0.392,980.6m,,,,
0.393,984m,,,,
0.394,987.5m,,,,
0.395,980.6m,,,,
0.396,970.2m,,,,
0.397,984m,,,,
0.398,977.1m,,,,
0.399,984m,,,,
0.4,973.7m,,,,
0.401,980.6m,,,,
0.402,980.6m,,,,
0.403,973.7m,,,,
0.404,980.6m,,,,
0.405,987.5m,,,,
0.406,984m,,,,
0.407,977.1m,,,,
0.408,987.5m,,,,
0.409,994.4m,,,,
0.41,984m,,,,
0.411,977.1m,,,,
0.412,980.6m,,,,
0.413,984m,,,,
0.414,987.5m,,,,
0.415,987.5m,,,,
0.416,973.7m,,,,
0.417,987.5m,,,,
0.418,990.9m,,,,
0.419,984m,,,,
0.42,977.1m,,,,
0.421,980.6m,,,,
0.422,980.6m,,,,
0.423,984m,,,,
0.424,977.1m,,,,
0.425,984m,,,,
0.426,987.5m,,,,
0.427,987.5m,,,,
0.428,973.7m,,,,
0.429,980.6m,,,,
0.43,980.6m,,,,
0.431,984m,,,,
0.432,987.5m,,,,
0.433,997.8m,,,,
0.434,984m,,,,
0.435,980.6m,,,,
0.436,997.8m,,,,
0.437,980.6m,,,,
0.438,987.5m,,,,
0.439,987.5m,,,,
0.44,973.7m,,,,
0.441,980.6m,,,,
0.442,987.5m,,,,
0.443,990.9m,,,,
0.444,984m,,,,
0.445,987.5m,,,,
0.446,987.5m,,,,
0.447,980.6m,,,,
0.448,984m,,,,
0.449,984m,,,,
0.45,980.6m,,,,
0.451,977.1m,,,,
0.452,977.1m,,,,
0.453,984m,,,,
0.454,980.6m,,,,
0.455,973.7m,,,,
0.456,987.5m,,,,
0.457,973.7m,,,,
0.458,980.6m,,,,
0.459,987.5m,,,,
0.46,984m,,,,
0.461,987.5m,,,,
0.462,973.7m,,,,
0.463,984m,,,,
0.464,977.1m,,,,
0.465,973.7m,,,,
0.466,987.5m,,,,
0.467,987.5m,,,,
0.468,980.6m,,,,
0.469,977.1m,,,,
0.47,984m,,,,
0.471,980.6m,,,,
0.472,973.7m,,,,
0.473,987.5m,,,,
0.474,980.6m,,,,
0.475,984m,,,,
0.476,980.6m,,,,
0.477,984m,,,,
0.478,984m,,,,
0.479,980.6m,,,,
0.48,980.6m,,,,
0.481,977.1m,,,,
0.482,973.7m,,,,
0.483,980.6m,,,,
0.484,980.6m,,,,
0.485,984m,,,,
0.486,994.4m,,,,
0.487,980.6m,,,,
0.488,980.6m,,,,
0.489,980.6m,,,,
0.49,980.6m,,,,
0.491,980.6m,,,,
0.492,977.1m,,,,
0.493,987.5m,,,,
0.494,977.1m,,,,
0.495,987.5m,,,,
0.496,977.1m,,,,
0.497,984m,,,,
0.498,977.1m,,,,
0.499,977.1m,,,,
0.5,980.6m,,,,
0.501,984m,,,,
0.502,977.1m,,,,
0.503,987.5m,,,,
0.504,984m,,,,
0.505,980.6m,,,,
0.506,987.5m,,,,
0.507,980.6m,,,,
0.508,973.7m,,,,
0.509,980.6m,,,,
0.51,980.6m,,,,
0.511,977.1m,,,,
0.512,977.1m,,,,
0.513,984m,,,,
0.514,990.9m,,,,
0.515,984m,,,,
0.516,980.6m,,,,
0.517,980.6m,,,,
0.518,970.2m,,,,
0.519,970.2m,,,,
0.52,990.9m,,,,
0.521,977.1m,,,,
0.522,973.7m,,,,
0.523,984m,,,,
0.524,977.1m,,,,
0.525,977.1m,,,,
0.526,987.5m,,,,
0.527,990.9m,,,,
0.528,984m,,,,
0.529,984m,,,,
0.53,977.1m,,,,
0.531,980.6m,,,,
0.532,987.5m,,,,
0.533,970.2m,,,,
0.534,984m,,,,
0.535,973.7m,,,,
0.536,977.1m,,,,
0.537,977.1m,,,,
0.538,980.6m,,,,
0.539,977.1m,,,,
0.54,977.1m,,,,
0.541,984m,,,,
0.542,984m,,,,
0.543,980.6m,,,,
0.544,980.6m,,,,
0.545,977.1m,,,,
0.546,973.7m,,,,
0.547,994.4m,,,,
0.548,990.9m,,,,
0.549,973.7m,,,,
0.55,980.6m,,,,
0.551,977.1m,,,,
0.552,984m,,,,
0.553,990.9m,,,,
0.554,980.6m,,,,
0.555,977.1m,,,,
0.556,984m,,,,
0.557,990.9m,,,,
0.558,984m,,,,
0.559,980.6m,,,,
0.56,987.5m,,,,
0.561,980.6m,,,,
0.562,984m,,,,
0.563,987.5m,,,,
0.564,980.6m,,,,
0.565,977.1m,,,,
0.566,980.6m,,,,
0.567,980.6m,,,,
0.568,990.9m,,,,
0.569,980.6m,,,,
0.57,973.7m,,,,
0.571,980.6m,,,,
0.572,987.5m,,,,
0.573,984m,,,,
0.574,980.6m,,,,
0.575,987.5m,,,,
0.576,980.6m,,,,
0.577,980.6m,,,,
0.578,980.6m,,,,
0.579,984m,,,,
0.58,973.7m,,,,
0.581,980.6m,,,,
0.582,980.6m,,,,
0.583,980.6m,,,,
0.584,987.5m,,,,
0.585,977.1m,,,,
0.586,980.6m,,,,
0.587,973.7m,,,,
0.588,977.1m,,,,
0.589,980.6m,,,,
0.59,970.2m,,,,
0.591,977.1m,,,,
0.592,980.6m,,,,
0.593,977.1m,,,,
0.594,990.9m,,,,
0.595,977.1m,,,,
0.596,984m,,,,
0.597,973.7m,,,,
0.598,987.5m,,,,
0.599,977.1m,,,,
0.6,984m,,,,
0.601,984m,,,,
0.602,973.7m,,,,
0.603,980.6m,,,,
0.604,973.7m,,,,
0.605,990.9m,,,,
0.606,994.4m,,,,
0.607,984m,,,,
0.608,994.4m,,,,
0.609,984m,,,,
0.61,970.2m,,,,
0.611,984m,,,,
0.612,980.6m,,,,
0.613,980.6m,,,,
0.614,980.6m,,,,
0.615,977.1m,,,,
0.616,980.6m,,,,
0.617,984m,,,,
0.618,984m,,,,
0.619,980.6m,,,,
0.62,980.6m,,,,
0.621,987.5m,,,,
0.622,987.5m,,,,
0.623,984m,,,,
0.624,987.5m,,,,
0.625,990.9m,,,,
0.626,980.6m,,,,
0.627,977.1m,,,,
0.628,987.5m,,,,
0.629,984m,,,,
0.63,984m,,,,
0.631,980.6m,,,,
0.632,977.1m,,,,
0.633,980.6m,,,,
0.634,973.7m,,,,
0.635,970.2m,,,,
0.636,966.8m,,,,
0.637,973.7m,,,,
0.638,977.1m,,,,
0.639,973.7m,,,,
0.64,984m,,,,
0.641,987.5m,,,,
0.642,990.9m,,,,
0.643,987.5m,,,,
0.644,990.9m,,,,
0.645,980.6m,,,,
0.646,973.7m,,,,
0.647,977.1m,,,,
0.648,984m,,,,
0.649,980.6m,,,,
0.65,987.5m,,,,
0.651,980.6m,,,,
0.652,980.6m,,,,
0.653,984m,,,,
0.654,980.6m,,,,
0.655,980.6m,,,,
0.656,980.6m,,,,
0.657,980.6m,,,,
0.658,984m,,,,
0.659,980.6m,,,,
0.66,970.2m,,,,
0.661,984m,,,,
0.662,977.1m,,,,
0.663,987.5m,,,,
0.664,984m,,,,
0.665,984m,,,,
0.666,984m,,,,
0.667,977.1m,,,,
0.668,973.7m,,,,
0.669,977.1m,,,,
0.67,984m,,,,
0.671,984m,,,,
0.672,987.5m,,,,
0.673,977.1m,,,,
0.674,980.6m,,,,
0.675,977.1m,,,,
0.676,973.7m,,,,
0.677,980.6m,,,,
0.678,977.1m,,,,
0.679,977.1m,,,,
0.68,984m,,,,
0.681,980.6m,,,,
0.682,980.6m,,,,
0.683,980.6m,,,,
0.684,987.5m,,,,
0.685,984m,,,,
0.686,987.5m,,,,
0.687,980.6m,,,,
0.688,987.5m,,,,
0.689,984m,,,,
0.69,980.6m,,,,
0.691,984m,,,,
0.692,980.6m,,,,
0.693,977.1m,,,,
0.694,980.6m,,,,
0.695,980.6m,,,,
0.696,980.6m,,,,
0.697,977.1m,,,,
0.698,980.6m,,,,
0.699,980.6m,,,,
0.7,980.6m,,,,
0.701,980.6m,,,,
0.702,980.6m,,,,
0.703,984m,,,,
0.704,984m,,,,
0.705,984m,,,,
0.706,984m,,,,
0.707,994.4m,,,,
0.708,980.6m,,,,
0.709,980.6m,,,,
0.71,980.6m,,,,
0.711,987.5m,,,,
0.712,984m,,,,
0.713,990.9m,,,,
0.714,984m,,,,
0.715,984m,,,,
0.716,984m,,,,
0.717,990.9m,,,,
0.718,977.1m,,,,
0.719,984m,,,,
0.72,987.5m,,,,
0.721,977.1m,,,,
0.722,977.1m,,,,
0.723,980.6m,,,,
0.724,977.1m,,,,
0.725,980.6m,,,,
0.726,977.1m,,,,
0.727,977.1m,,,,
0.728,984m,,,,
0.729,970.2m,,,,
0.73,987.5m,,,,
0.731,980.6m,,,,
0.732,977.1m,,,,
0.733,980.6m,,,,
0.734,984m,,,,
0.735,980.6m,,,,
0.736,973.7m,,,,
0.737,990.9m,,,,
0.738,977.1m,,,,
0.739,984m,,,,
0.74,980.6m,,,,
0.741,987.5m,,,,
0.742,984m,,,,
0.743,973.7m,,,,
0.744,977.1m,,,,
0.745,980.6m,,,,
0.746,980.6m,,,,
0.747,977.1m,,,,
0.748,980.6m,,,,
0.749,980.6m,,,,
0.75,977.1m,,,,
0.751,977.1m,,,,
0.752,984m,,,,
0.753,977.1m,,,,
0.754,987.5m,,,,
0.755,977.1m,,,,
0.756,984m,,,,
0.757,987.5m,,,,
0.758,984m,,,,
0.759,987.5m,,,,
0.76,970.2m,,,,
0.761,980.6m,,,,
0.762,973.7m,,,,
0.763,987.5m,,,,
0.764,977.1m,,,,
0.765,984m,,,,
0.766,984m,,,,
0.767,987.5m,,,,
0.768,984m,,,,
0.769,984m,,,,
0.77,980.6m,,,,
0.771,980.6m,,,,
0.772,987.5m,,,,
0.773,980.6m,,,,
0.774,987.5m,,,,
0.775,977.1m,,,,
0.776,984m,,,,
0.777,980.6m,,,,
0.778,984m,,,,
0.779,970.2m,,,,
0.78,987.5m,,,,
0.781,980.6m,,,,
0.782,987.5m,,,,
0.783,984m,,,,
0.784,980.6m,,,,
0.785,987.5m,,,,
0.786,970.2m,,,,
0.787,987.5m,,,,
0.788,977.1m,,,,
0.789,984m,,,,
0.79,980.6m,,,,
0.791,987.5m,,,,
0.792,980.6m,,,,
0.793,973.7m,,,,
0.794,984m,,,,
0.795,977.1m,,,,
0.796,980.6m,,,,
0.797,987.5m,,,,
0.798,987.5m,,,,
0.799,980.6m,,,,
0.8,977.1m,,,,
0.801,977.1m,,,,
0.802,984m,,,,
0.803,973.7m,,,,
0.804,973.7m,,,,
0.805,977.1m,,,,
0.806,980.6m,,,,
0.807,980.6m,,,,
0.808,980.6m,,,,
0.809,980.6m,,,,
0.81,980.6m,,,,
0.811,980.6m,,,,
0.812,980.6m,,,,
0.813,980.6m,,,,
0.814,977.1m,,,,
0.815,984m,,,,
0.816,987.5m,,,,
0.817,977.1m,,,,
0.818,980.6m,,,,
0.819,980.6m,,,,
0.82,994.4m,,,,
0.821,973.7m,,,,
0.822,980.6m,,,,
0.823,977.1m,,,,
0.824,973.7m,,,,
0.825,980.6m,,,,
0.826,987.5m,,,,
0.827,980.6m,,,,
0.828,966.8m,,,,
0.829,987.5m,,,,
0.83,980.6m,,,,
0.831,984m,,,,
0.832,987.5m,,,,
0.833,984m,,,,
0.834,977.1m,,,,
0.835,980.6m,,,,
0.836,980.6m,,,,
0.837,990.9m,,,,
0.838,973.7m,,,,
0.839,977.1m,,,,
0.84,980.6m,,,,
0.841,980.6m,,,,
0.842,984m,,,,
0.843,984m,,,,
0.844,980.6m,,,,
0.845,984m,,,,
0.846,984m,,,,
0.847,980.6m,,,,
0.848,977.1m,,,,
0.849,984m,,,,
0.85,977.1m,,,,
0.851,984m,,,,
0.852,987.5m,,,,
0.853,984m,,,,
0.854,984m,,,,
0.855,977.1m,,,,
0.856,980.6m,,,,
0.857,980.6m,,,,
0.858,984m,,,,
0.859,977.1m,,,,
0.86,987.5m,,,,
0.861,984m,,,,
0.862,984m,,,,
0.863,973.7m,,,,
0.864,980.6m,,,,
0.865,987.5m,,,,
0.866,977.1m,,,,
0.867,990.9m,,,,
0.868,984m,,,,
0.869,980.6m,,,,
0.87,984m,,,,
0.871,987.5m,,,,
0.872,994.4m,,,,
0.873,970.2m,,,,
0.874,987.5m,,,,
0.875,987.5m,,,,
0.876,980.6m,,,,
0.877,977.1m,,,,
0.878,977.1m,,,,
0.879,977.1m,,,,
0.88,980.6m,,,,
0.881,987.5m,,,,
0.882,987.5m,,,,
0.883,987.5m,,,,
0.884,980.6m,,,,
0.885,977.1m,,,,
0.886,987.5m,,,,
0.887,980.6m,,,,
0.888,980.6m,,,,
0.889,990.9m,,,,
0.89,984m,,,,
0.891,973.7m,,,,
0.892,977.1m,,,,
0.893,987.5m,,,,
0.894,980.6m,,,,
0.895,987.5m,,,,
0.896,977.1m,,,,
0.897,980.6m,,,,
0.898,984m,,,,
0.899,984m,,,,
0.9,977.1m,,,,
0.901,980.6m,,,,
0.902,984m,,,,
0.903,980.6m,,,,
0.904,984m,,,,
0.905,984m,,,,
0.906,977.1m,,,,
0.907,980.6m,,,,
0.908,977.1m,,,,
0.909,990.9m,,,,
0.91,987.5m,,,,
0.911,990.9m,,,,
0.912,973.7m,,,,
0.913,984m,,,,
0.914,987.5m,,,,
0.915,984m,,,,
0.916,980.6m,,,,
0.917,990.9m,,,,
0.918,994.4m,,,,
0.919,984m,,,,
0.92,977.1m,,,,
0.921,977.1m,,,,
0.922,984m,,,,
0.923,973.7m,,,,
0.924,973.7m,,,,
0.925,984m,,,,
0.926,994.4m,,,,
0.927,980.6m,,,,
0.928,984m,,,,
0.929,984m,,,,
0.93,987.5m,,,,
0.931,984m,,,,
0.932,984m,,,,
0.933,984m,,,,
0.934,980.6m,,,,
0.935,977.1m,,,,
0.936,984m,,,,
0.937,984m,,,,
0.938,980.6m,,,,
0.939,977.1m,,,,
0.94,1.001,,,,
0.941,980.6m,,,,
0.942,977.1m,,,,
0.943,980.6m,,,,
0.944,980.6m,,,,
0.945,987.5m,,,,
0.946,973.7m,,,,
0.947,980.6m,,,,
0.948,973.7m,,,,
0.949,977.1m,,,,
0.95,980.6m,,,,
0.951,987.5m,,,,
0.952,987.5m,,,,
0.953,977.1m,,,,
0.954,963.3m,,,,
0.955,984m,,,,
0.956,980.6m,,,,
0.957,977.1m,,,,
0.958,977.1m,,,,
0.959,987.5m,,,,
0.96,984m,,,,
0.961,984m,,,,
0.962,977.1m,,,,
0.963,990.9m,,,,
0.964,987.5m,,,,
0.965,977.1m,,,,
0.966,977.1m,,,,
0.967,966.8m,,,,
0.968,980.6m,,,,
0.969,973.7m,,,,
0.97,990.9m,,,,
0.971,980.6m,,,,
0.972,997.8m,,,,
0.973,977.1m,,,,
0.974,984m,,,,
0.975,990.9m,,,,
0.976,984m,,,,
0.977,984m,,,,
0.978,987.5m,,,,
0.979,966.8m,,,,
0.98,977.1m,,,,
0.981,987.5m,,,,
0.982,980.6m,,,,
0.983,990.9m,,,,
0.984,980.6m,,,,
0.985,980.6m,,,,
0.986,977.1m,,,,
0.987,990.9m,,,,
0.988,980.6m,,,,
0.989,980.6m,,,,
0.99,980.6m,,,,
0.991,984m,,,,
0.992,980.6m,,,,
0.993,977.1m,,,,
0.994,984m,,,,
0.995,990.9m,,,,
0.996,980.6m,,,,
0.997,977.1m,,,,
0.998,980.6m,,,,
0.999,987.5m,,,,
