Time - Voltage - Voltage,Amplitude - Voltage - Voltage,,,118,N
0.165,-13.45m,,,,
0.166,-34.16m,,,,
0.167,-23.8m,,,,
0.168,-27.25m,,,,
0.169,-27.25m,,,,
0.17,-20.35m,,,,
0.171,-23.8m,,,,
0.172,-30.71m,,,,
0.173,-27.25m,,,,
0.174,-23.8m,,,,
0.175,-30.71m,,,,
0.176,-23.8m,,,,
0.177,-23.8m,,,,
0.178,-30.71m,,,,
0.179,-44.51m,,,,
0.18,-27.25m,,,,
0.181,-30.71m,,,,
0.182,-30.71m,,,,
0.183,-30.71m,,,,
0.184,-30.71m,,,,
0.185,-27.25m,,,,
0.186,-27.25m,,,,
0.187,-30.71m,,,,
0.188,-20.35m,,,,
0.189,-20.35m,,,,
0.19,-27.25m,,,,
0.191,-23.8m,,,,
0.192,-30.71m,,,,
0.193,-23.8m,,,,
0.194,-23.8m,,,,
0.195,-3.093m,,,,
0.196,-20.35m,,,,
0.197,-23.8m,,,,
0.198,-34.16m,,,,
0.199,-23.8m,,,,
0.2,-30.71m,,,,
0.201,-37.61m,,,,
0.202,-20.35m,,,,
0.203,-20.35m,,,,
0.204,-23.8m,,,,
0.205,-23.8m,,,,
0.206,-27.25m,,,,
0.207,-27.25m,,,,
0.208,-20.35m,,,,
0.209,-20.35m,,,,
0.21,-23.8m,,,,
0.211,-6.544m,,,,
0.212,-23.8m,,,,
0.213,-23.8m,,,,
0.214,-20.35m,,,,
0.215,-23.8m,,,,
0.216,-27.25m,,,,
0.217,-30.71m,,,,
0.218,-23.8m,,,,
0.219,-16.9m,,,,
0.22,-27.25m,,,,
0.221,-27.25m,,,,
0.222,-34.16m,,,,
0.223,-37.61m,,,,
0.224,-30.71m,,,,
0.225,-34.16m,,,,
0.226,-20.35m,,,,
0.227,-13.45m,,,,
0.228,-27.25m,,,,
0.229,-37.61m,,,,
0.23,-23.8m,,,,
0.231,-34.16m,,,,
0.232,-23.8m,,,,
0.233,-27.25m,,,,
0.234,-23.8m,,,,
0.235,-20.35m,,,,
0.236,-27.25m,,,,
0.237,-30.71m,,,,
0.238,-23.8m,,,,
0.239,-34.16m,,,,
0.24,-41.06m,,,,
0.241,-27.25m,,,,
0.242,-27.25m,,,,
0.243,-20.35m,,,,
0.244,-27.25m,,,,
0.245,-27.25m,,,,
0.246,-27.25m,,,,
0.247,-34.16m,,,,
0.248,-37.61m,,,,
0.249,-27.25m,,,,
0.25,-20.35m,,,,
0.251,-41.06m,,,,
0.252,-27.25m,,,,
0.253,-37.61m,,,,
0.254,-23.8m,,,,
0.255,-23.8m,,,,
0.256,-23.8m,,,,
0.257,-20.35m,,,,
0.258,-16.9m,,,,
0.259,-44.51m,,,,
0.26,-27.25m,,,,
0.261,-20.35m,,,,
0.262,-23.8m,,,,
0.263,-20.35m,,,,
0.264,-30.71m,,,,
0.265,-30.71m,,,,
0.266,-27.25m,,,,
0.267,-20.35m,,,,
0.268,-20.35m,,,,
0.269,-34.16m,,,,
0.27,-13.45m,,,,
0.271,-27.25m,,,,
0.272,-23.8m,,,,
0.273,-27.25m,,,,
0.274,-20.35m,,,,
0.275,-34.16m,,,,
0.276,-30.71m,,,,
0.277,-30.71m,,,,
0.278,-16.9m,,,,
0.279,-27.25m,,,,
0.28,-37.61m,,,,
0.281,-23.8m,,,,
0.282,-20.35m,,,,
0.283,-27.25m,,,,
0.284,-20.35m,,,,
0.285,-20.35m,,,,
0.286,-16.9m,,,,
0.287,-20.35m,,,,
0.288,-27.25m,,,,
0.289,-34.16m,,,,
0.29,-37.61m,,,,
0.291,-16.9m,,,,
0.292,-30.71m,,,,
0.293,-27.25m,,,,
0.294,-23.8m,,,,
0.295,-27.25m,,,,
0.296,-23.8m,,,,
0.297,-27.25m,,,,
0.298,-23.8m,,,,
0.299,-34.16m,,,,
0.3,-30.71m,,,,
0.301,-23.8m,,,,
0.302,-20.35m,,,,
0.303,-23.8m,,,,
0.304,-20.35m,,,,
0.305,-23.8m,,,,
0.306,-16.9m,,,,
0.307,-20.35m,,,,
0.308,-20.35m,,,,
0.309,-30.71m,,,,
0.31,-20.35m,,,,
0.311,-23.8m,,,,
0.312,-34.16m,,,,
0.313,-30.71m,,,,
0.314,-20.35m,,,,
0.315,-30.71m,,,,
0.316,-27.25m,,,,
0.317,-27.25m,,,,
0.318,-30.71m,,,,
0.319,-30.71m,,,,
0.32,-27.25m,,,,
0.321,-20.35m,,,,
0.322,-20.35m,,,,
0.323,-23.8m,,,,
0.324,-30.71m,,,,
0.325,-27.25m,,,,
0.326,-27.25m,,,,
0.327,-30.71m,,,,
0.328,-27.25m,,,,
0.329,-23.8m,,,,
0.33,-20.35m,,,,
0.331,-20.35m,,,,
0.332,-27.25m,,,,
0.333,-13.45m,,,,
0.334,-34.16m,,,,
0.335,-23.8m,,,,
0.336,-20.35m,,,,
0.337,-20.35m,,,,
0.338,-30.71m,,,,
0.339,-9.996m,,,,
0.34,-16.9m,,,,
0.341,-23.8m,,,,
0.342,-23.8m,,,,
0.343,-23.8m,,,,
0.344,-34.16m,,,,
0.345,-27.25m,,,,
0.346,-20.35m,,,,
0.347,-30.71m,,,,
0.348,-27.25m,,,,
0.349,-23.8m,,,,
0.35,-9.996m,,,,
0.351,-20.35m,,,,
0.352,-34.16m,,,,
0.353,-34.16m,,,,
0.354,-27.25m,,,,
0.355,-34.16m,,,,
0.356,-16.9m,,,,
0.357,-20.35m,,,,
0.358,-16.9m,,,,
0.359,-41.06m,,,,
0.36,-23.8m,,,,
0.361,-30.71m,,,,
0.362,-27.25m,,,,
0.363,-27.25m,,,,
0.364,-27.25m,,,,
0.365,-30.71m,,,,
0.366,-30.71m,,,,
0.367,-20.35m,,,,
0.368,-27.25m,,,,
0.369,-23.8m,,,,
0.37,-23.8m,,,,
0.371,-9.996m,,,,
0.372,-27.25m,,,,
0.373,-23.8m,,,,
0.374,-23.8m,,,,
0.375,-27.25m,,,,
0.376,-27.25m,,,,
0.377,-34.16m,,,,
0.378,-23.8m,,,,
0.379,-23.8m,,,,
0.38,-30.71m,,,,
0.381,-20.35m,,,,
0.382,-30.71m,,,,
0.383,-27.25m,,,,
0.384,-20.35m,,,,
0.385,-30.71m,,,,
0.386,-30.71m,,,,
0.387,-20.35m,,,,
0.388,-20.35m,,,,
0.389,-27.25m,,,,
0.39,-27.25m,,,,
0.391,-30.71m,,,,
0.392,-30.71m,,,,
0.393,-16.9m,,,,
0.394,-30.71m,,,,
0.395,-20.35m,,,,
0.396,-27.25m,,,,
0.397,-30.71m,,,,
0.398,-23.8m,,,,
0.399,-34.16m,,,,
0.4,-27.25m,,,,
0.401,-30.71m,,,,
0.402,-20.35m,,,,
0.403,-23.8m,,,,
0.404,-27.25m,,,,
0.405,-30.71m,,,,
0.406,-30.71m,,,,
0.407,-16.9m,,,,
0.408,-23.8m,,,,
0.409,-27.25m,,,,
0.41,-23.8m,,,,
0.411,-23.8m,,,,
0.412,-34.16m,,,,
0.413,-30.71m,,,,
0.414,-23.8m,,,,
0.415,-23.8m,,,,
0.416,-30.71m,,,,
0.417,-20.35m,,,,
0.418,-20.35m,,,,
0.419,-20.35m,,,,
0.42,-27.25m,,,,
0.421,-23.8m,,,,
0.422,-23.8m,,,,
0.423,-27.25m,,,,
0.424,-30.71m,,,,
0.425,-34.16m,,,,
0.426,-27.25m,,,,
0.427,-27.25m,,,,
0.428,-23.8m,,,,
0.429,-30.71m,,,,
0.43,-27.25m,,,,
0.431,-34.16m,,,,
0.432,-20.35m,,,,
0.433,-23.8m,,,,
0.434,-27.25m,,,,
0.435,-23.8m,,,,
0.436,-34.16m,,,,
0.437,-20.35m,,,,
0.438,-23.8m,,,,
0.439,-27.25m,,,,
0.44,-27.25m,,,,
0.441,-23.8m,,,,
0.442,-23.8m,,,,
0.443,-20.35m,,,,
0.444,-34.16m,,,,
0.445,-30.71m,,,,
0.446,-27.25m,,,,
0.447,-30.71m,,,,
0.448,-30.71m,,,,
0.449,-34.16m,,,,
0.45,-27.25m,,,,
0.451,-27.25m,,,,
0.452,-20.35m,,,,
0.453,-30.71m,,,,
0.454,-23.8m,,,,
0.455,-16.9m,,,,
0.456,-30.71m,,,,
0.457,-30.71m,,,,
0.458,-20.35m,,,,
0.459,-23.8m,,,,
0.46,-34.16m,,,,
0.461,-20.35m,,,,
0.462,-27.25m,,,,
0.463,-30.71m,,,,
0.464,-30.71m,,,,
0.465,-27.25m,,,,
0.466,-16.9m,,,,
0.467,-34.16m,,,,
0.468,-30.71m,,,,
0.469,-30.71m,,,,
0.47,-30.71m,,,,
0.471,-27.25m,,,,
0.472,-27.25m,,,,
0.473,-34.16m,,,,
0.474,-27.25m,,,,
0.475,-27.25m,,,,
0.476,-23.8m,,,,
0.477,-20.35m,,,,
0.478,-23.8m,,,,
0.479,-27.25m,,,,
0.48,-30.71m,,,,
0.481,-27.25m,,,,
0.482,-20.35m,,,,
0.483,-23.8m,,,,
0.484,-16.9m,,,,
0.485,-27.25m,,,,
0.486,-23.8m,,,,
0.487,-23.8m,,,,
0.488,-30.71m,,,,
0.489,-27.25m,,,,
0.49,-20.35m,,,,
0.491,-27.25m,,,,
0.492,-27.25m,,,,
0.493,-30.71m,,,,
0.494,-20.35m,,,,
0.495,-23.8m,,,,
0.496,-23.8m,,,,
0.497,-30.71m,,,,
0.498,-30.71m,,,,
0.499,-23.8m,,,,
0.5,-23.8m,,,,
0.501,-23.8m,,,,
0.502,-27.25m,,,,
0.503,-20.35m,,,,
0.504,-23.8m,,,,
0.505,-20.35m,,,,
0.506,-34.16m,,,,
0.507,-16.9m,,,,
0.508,-23.8m,,,,
0.509,-30.71m,,,,
0.51,-23.8m,,,,
0.511,-23.8m,,,,
0.512,-37.61m,,,,
0.513,-34.16m,,,,
0.514,-23.8m,,,,
0.515,-9.996m,,,,
0.516,-37.61m,,,,
0.517,-27.25m,,,,
0.518,-27.25m,,,,
0.519,-34.16m,,,,
0.52,-27.25m,,,,
0.521,-27.25m,,,,
0.522,-37.61m,,,,
0.523,-34.16m,,,,
0.524,-27.25m,,,,
0.525,-23.8m,,,,
0.526,-30.71m,,,,
0.527,-27.25m,,,,
0.528,-20.35m,,,,
0.529,-30.71m,,,,
0.53,-30.71m,,,,
0.531,-27.25m,,,,
0.532,-23.8m,,,,
0.533,-30.71m,,,,
0.534,-23.8m,,,,
0.535,-13.45m,,,,
0.536,-30.71m,,,,
0.537,-30.71m,,,,
0.538,-23.8m,,,,
0.539,-20.35m,,,,
0.54,-27.25m,,,,
0.541,-20.35m,,,,
0.542,-16.9m,,,,
0.543,-30.71m,,,,
0.544,-30.71m,,,,
0.545,-23.8m,,,,
0.546,-30.71m,,,,
0.547,-20.35m,,,,
0.548,-27.25m,,,,
0.549,-30.71m,,,,
0.55,-27.25m,,,,
0.551,-30.71m,,,,
0.552,-27.25m,,,,
0.553,-27.25m,,,,
0.554,-20.35m,,,,
0.555,-27.25m,,,,
0.556,-23.8m,,,,
0.557,-20.35m,,,,
0.558,-27.25m,,,,
0.559,-27.25m,,,,
0.56,-30.71m,,,,
0.561,-30.71m,,,,
0.562,-20.35m,,,,
0.563,-16.9m,,,,
0.564,-16.9m,,,,
0.565,-23.8m,,,,
0.566,-30.71m,,,,
0.567,-27.25m,,,,
0.568,-16.9m,,,,
0.569,-23.8m,,,,
0.57,-23.8m,,,,
0.571,-37.61m,,,,
0.572,-20.35m,,,,
0.573,-30.71m,,,,
0.574,-27.25m,,,,
0.575,-27.25m,,,,
0.576,-47.96m,,,,
0.577,-23.8m,,,,
0.578,-13.45m,,,,
0.579,-34.16m,,,,
0.58,-27.25m,,,,
0.581,-23.8m,,,,
0.582,-27.25m,,,,
0.583,-30.71m,,,,
0.584,-23.8m,,,,
0.585,-30.71m,,,,
0.586,-27.25m,,,,
0.587,-34.16m,,,,
0.588,-27.25m,,,,
0.589,-23.8m,,,,
0.59,-34.16m,,,,
0.591,-23.8m,,,,
0.592,-20.35m,,,,
0.593,-16.9m,,,,
0.594,-23.8m,,,,
0.595,-20.35m,,,,
0.596,-27.25m,,,,
0.597,-16.9m,,,,
0.598,-30.71m,,,,
0.599,-27.25m,,,,
0.6,-30.71m,,,,
0.601,-23.8m,,,,
0.602,-34.16m,,,,
0.603,-30.71m,,,,
0.604,-27.25m,,,,
0.605,-16.9m,,,,
0.606,-23.8m,,,,
0.607,-23.8m,,,,
0.608,-23.8m,,,,
0.609,-30.71m,,,,
0.61,-30.71m,,,,
0.611,-9.996m,,,,
0.612,-27.25m,,,,
0.613,-27.25m,,,,
0.614,-30.71m,,,,
0.615,-23.8m,,,,
0.616,-23.8m,,,,
0.617,-30.71m,,,,
0.618,-34.16m,,,,
0.619,-20.35m,,,,
0.62,-41.06m,,,,
0.621,-30.71m,,,,
0.622,-23.8m,,,,
0.623,-30.71m,,,,
0.624,-13.45m,,,,
0.625,-27.25m,,,,
0.626,-27.25m,,,,
0.627,-27.25m,,,,
0.628,-23.8m,,,,
0.629,-27.25m,,,,
0.63,-30.71m,,,,
0.631,-16.9m,,,,
0.632,-23.8m,,,,
0.633,-34.16m,,,,
0.634,-20.35m,,,,
0.635,-16.9m,,,,
0.636,-34.16m,,,,
0.637,-20.35m,,,,
0.638,-34.16m,,,,
0.639,-27.25m,,,,
0.64,-20.35m,,,,
0.641,-20.35m,,,,
0.642,-34.16m,,,,
0.643,-20.35m,,,,
0.644,-16.9m,,,,
0.645,-20.35m,,,,
0.646,-23.8m,,,,
0.647,-34.16m,,,,
0.648,-27.25m,,,,
0.649,-27.25m,,,,
0.65,-20.35m,,,,
0.651,-27.25m,,,,
0.652,-16.9m,,,,
0.653,-37.61m,,,,
0.654,-20.35m,,,,
0.655,-23.8m,,,,
0.656,-27.25m,,,,
0.657,-20.35m,,,,
0.658,-27.25m,,,,
0.659,-37.61m,,,,
0.66,-20.35m,,,,
0.661,-27.25m,,,,
0.662,-34.16m,,,,
0.663,-30.71m,,,,
0.664,-23.8m,,,,
0.665,-23.8m,,,,
0.666,-34.16m,,,,
0.667,-30.71m,,,,
0.668,-23.8m,,,,
0.669,-16.9m,,,,
0.67,-27.25m,,,,
0.671,-30.71m,,,,
0.672,-27.25m,,,,
0.673,-20.35m,,,,
0.674,-34.16m,,,,
0.675,-37.61m,,,,
0.676,-30.71m,,,,
0.677,-20.35m,,,,
0.678,-34.16m,,,,
0.679,-27.25m,,,,
0.68,-30.71m,,,,
0.681,-34.16m,,,,
0.682,-20.35m,,,,
0.683,-20.35m,,,,
0.684,-30.71m,,,,
0.685,-30.71m,,,,
0.686,-23.8m,,,,
0.687,-23.8m,,,,
0.688,-23.8m,,,,
0.689,-23.8m,,,,
0.69,-23.8m,,,,
0.691,-23.8m,,,,
0.692,-37.61m,,,,
0.693,-34.16m,,,,
0.694,-27.25m,,,,
0.695,-27.25m,,,,
0.696,-27.25m,,,,
0.697,-23.8m,,,,
0.698,-30.71m,,,,
0.699,-27.25m,,,,
0.7,-23.8m,,,,
0.701,-27.25m,,,,
0.702,-30.71m,,,,
0.703,-20.35m,,,,
0.704,-30.71m,,,,
0.705,-30.71m,,,,
0.706,-23.8m,,,,
0.707,-20.35m,,,,
0.708,-23.8m,,,,
0.709,-27.25m,,,,
0.71,-20.35m,,,,
0.711,-34.16m,,,,
0.712,-20.35m,,,,
0.713,-27.25m,,,,
0.714,-23.8m,,,,
0.715,-27.25m,,,,
0.716,-37.61m,,,,
0.717,-16.9m,,,,
0.718,-27.25m,,,,
0.719,-27.25m,,,,
0.72,-30.71m,,,,
0.721,-27.25m,,,,
0.722,-27.25m,,,,
0.723,-30.71m,,,,
0.724,-20.35m,,,,
0.725,-34.16m,,,,
0.726,-20.35m,,,,
0.727,-20.35m,,,,
0.728,-23.8m,,,,
0.729,-16.9m,,,,
0.73,-23.8m,,,,
0.731,-30.71m,,,,
0.732,-23.8m,,,,
0.733,-27.25m,,,,
0.734,-27.25m,,,,
0.735,-30.71m,,,,
0.736,-30.71m,,,,
0.737,-23.8m,,,,
0.738,-23.8m,,,,
0.739,-34.16m,,,,
0.74,-20.35m,,,,
0.741,-23.8m,,,,
0.742,-27.25m,,,,
0.743,-34.16m,,,,
0.744,-16.9m,,,,
0.745,-16.9m,,,,
0.746,-34.16m,,,,
0.747,-27.25m,,,,
0.748,-20.35m,,,,
0.749,-20.35m,,,,
0.75,-34.16m,,,,
0.751,-30.71m,,,,
0.752,-27.25m,,,,
0.753,-16.9m,,,,
0.754,-23.8m,,,,
0.755,-27.25m,,,,
0.756,-20.35m,,,,
0.757,-23.8m,,,,
0.758,-23.8m,,,,
0.759,-20.35m,,,,
0.76,-23.8m,,,,
0.761,-20.35m,,,,
0.762,-20.35m,,,,
0.763,-30.71m,,,,
0.764,-23.8m,,,,
0.765,-16.9m,,,,
0.766,-23.8m,,,,
0.767,-16.9m,,,,
0.768,-9.996m,,,,
0.769,-23.8m,,,,
0.77,-27.25m,,,,
0.771,-27.25m,,,,
0.772,-34.16m,,,,
0.773,-23.8m,,,,
0.774,-23.8m,,,,
0.775,-37.61m,,,,
0.776,-20.35m,,,,
0.777,-23.8m,,,,
0.778,-27.25m,,,,
0.779,-23.8m,,,,
0.78,-27.25m,,,,
0.781,-37.61m,,,,
0.782,-23.8m,,,,
0.783,-23.8m,,,,
0.784,-16.9m,,,,
0.785,-37.61m,,,,
0.786,-23.8m,,,,
0.787,-20.35m,,,,
0.788,-20.35m,,,,
0.789,-16.9m,,,,
0.79,-37.61m,,,,
0.791,-27.25m,,,,
0.792,-27.25m,,,,
0.793,-34.16m,,,,
0.794,-27.25m,,,,
0.795,-27.25m,,,,
0.796,-20.35m,,,,
0.797,-34.16m,,,,
0.798,-20.35m,,,,
0.799,-30.71m,,,,
0.8,-23.8m,,,,
0.801,-20.35m,,,,
0.802,-30.71m,,,,
0.803,-20.35m,,,,
0.804,-30.71m,,,,
0.805,-23.8m,,,,
0.806,-30.71m,,,,
0.807,-34.16m,,,,
0.808,-27.25m,,,,
0.809,-27.25m,,,,
0.81,-34.16m,,,,
0.811,-30.71m,,,,
0.812,-37.61m,,,,
0.813,-20.35m,,,,
0.814,-30.71m,,,,
0.815,-20.35m,,,,
0.816,-30.71m,,,,
0.817,-27.25m,,,,
0.818,-20.35m,,,,
0.819,-27.25m,,,,
0.82,-27.25m,,,,
0.821,-34.16m,,,,
0.822,-27.25m,,,,
0.823,-27.25m,,,,
0.824,-30.71m,,,,
0.825,-27.25m,,,,
0.826,-30.71m,,,,
0.827,-27.25m,,,,
0.828,-34.16m,,,,
0.829,-20.35m,,,,
0.83,-30.71m,,,,
0.831,-27.25m,,,,
0.832,-23.8m,,,,
0.833,-23.8m,,,,
0.834,-27.25m,,,,
0.835,-34.16m,,,,
0.836,-27.25m,,,,
0.837,-30.71m,,,,
0.838,-27.25m,,,,
0.839,-16.9m,,,,
0.84,-27.25m,,,,
0.841,-20.35m,,,,
0.842,-23.8m,,,,
0.843,-30.71m,,,,
0.844,-20.35m,,,,
0.845,-23.8m,,,,
0.846,-23.8m,,,,
0.847,-30.71m,,,,
0.848,-23.8m,,,,
0.849,-30.71m,,,,
0.85,-27.25m,,,,
0.851,-23.8m,,,,
0.852,-30.71m,,,,
0.853,-16.9m,,,,
0.854,-16.9m,,,,
0.855,-30.71m,,,,
0.856,-30.71m,,,,
0.857,-20.35m,,,,
0.858,-23.8m,,,,
0.859,-20.35m,,,,
0.86,-30.71m,,,,
0.861,-30.71m,,,,
0.862,-23.8m,,,,
0.863,-30.71m,,,,
0.864,-30.71m,,,,
0.865,-34.16m,,,,
0.866,-20.35m,,,,
0.867,-23.8m,,,,
0.868,-16.9m,,,,
0.869,-23.8m,,,,
0.87,-23.8m,,,,
0.871,-30.71m,,,,
0.872,-34.16m,,,,
0.873,-20.35m,,,,
0.874,-30.71m,,,,
0.875,-30.71m,,,,
0.876,-30.71m,,,,
0.877,-30.71m,,,,
0.878,-34.16m,,,,
0.879,-30.71m,,,,
0.88,-20.35m,,,,
0.881,-30.71m,,,,
0.882,-23.8m,,,,
0.883,-20.35m,,,,
0.884,-34.16m,,,,
0.885,-27.25m,,,,
0.886,-23.8m,,,,
0.887,-30.71m,,,,
0.888,-23.8m,,,,
0.889,-20.35m,,,,
0.89,-23.8m,,,,
0.891,-20.35m,,,,
0.892,-27.25m,,,,
0.893,-30.71m,,,,
0.894,-23.8m,,,,
0.895,-23.8m,,,,
0.896,-16.9m,,,,
0.897,-23.8m,,,,
0.898,-30.71m,,,,
0.899,-27.25m,,,,
0.9,-30.71m,,,,
0.901,-16.9m,,,,
0.902,-13.45m,,,,
0.903,-23.8m,,,,
0.904,-30.71m,,,,
0.905,-23.8m,,,,
0.906,-23.8m,,,,
0.907,-20.35m,,,,
0.908,-27.25m,,,,
0.909,-16.9m,,,,
0.91,-27.25m,,,,
0.911,-20.35m,,,,
0.912,-27.25m,,,,
0.913,-27.25m,,,,
0.914,-27.25m,,,,
0.915,-20.35m,,,,
0.916,-30.71m,,,,
0.917,-23.8m,,,,
0.918,-27.25m,,,,
0.919,-13.45m,,,,
0.92,-27.25m,,,,
0.921,-20.35m,,,,
0.922,-30.71m,,,,
0.923,-23.8m,,,,
0.924,-30.71m,,,,
0.925,-27.25m,,,,
0.926,-27.25m,,,,
0.927,-20.35m,,,,
0.928,-23.8m,,,,
0.929,-27.25m,,,,
0.93,-23.8m,,,,
0.931,-34.16m,,,,
0.932,-20.35m,,,,
0.933,-27.25m,,,,
0.934,-23.8m,,,,
0.935,-16.9m,,,,
0.936,-23.8m,,,,
0.937,-23.8m,,,,
0.938,-23.8m,,,,
0.939,-41.06m,,,,
0.94,-23.8m,,,,
0.941,-23.8m,,,,
0.942,-23.8m,,,,
0.943,-27.25m,,,,
0.944,-27.25m,,,,
0.945,-27.25m,,,,
0.946,-27.25m,,,,
0.947,-23.8m,,,,
0.948,-20.35m,,,,
0.949,-27.25m,,,,
0.95,-27.25m,,,,
0.951,-27.25m,,,,
0.952,-23.8m,,,,
0.953,-27.25m,,,,
0.954,-27.25m,,,,
0.955,-23.8m,,,,
0.956,-30.71m,,,,
0.957,-27.25m,,,,
0.958,-16.9m,,,,
0.959,-13.45m,,,,
0.96,-34.16m,,,,
0.961,-27.25m,,,,
0.962,-23.8m,,,,
0.963,-27.25m,,,,
0.964,-20.35m,,,,
0.965,-27.25m,,,,
0.966,-30.71m,,,,
0.967,-16.9m,,,,
0.968,-16.9m,,,,
0.969,-23.8m,,,,
0.97,-37.61m,,,,
0.971,-23.8m,,,,
0.972,-13.45m,,,,
0.973,-34.16m,,,,
0.974,-27.25m,,,,
0.975,-20.35m,,,,
0.976,-30.71m,,,,
0.977,-30.71m,,,,
0.978,-30.71m,,,,
0.979,-23.8m,,,,
0.98,-20.35m,,,,
0.981,-20.35m,,,,
0.982,-27.25m,,,,
0.983,-16.9m,,,,
0.984,-27.25m,,,,
0.985,-23.8m,,,,
0.986,-23.8m,,,,
0.987,-30.71m,,,,
0.988,-34.16m,,,,
0.989,-34.16m,,,,
0.99,-20.35m,,,,
0.991,-23.8m,,,,
0.992,-27.25m,,,,
0.993,-23.8m,,,,
0.994,-23.8m,,,,
